resource_type,owner,owner_type,source,from_concept_url,map_type,to_source_url,to_concept_code,to_concept_name,confidence
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-034/,SAME-AS,/orgs/PIH/sources/PIH/,8582,Vision Loss,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-035/,SAME-AS,/orgs/PIH/sources/PIH/,20023,Blurred vision,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-036/,SAME-AS,/orgs/PIH/sources/PIH/,3486,Orthopnea,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-037/,SAME-AS,/orgs/PIH/sources/PIH/,12488,Paroxysmal nocturnal dyspnea,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-038/,SAME-AS,/orgs/PIH/sources/PIH/,456,Low back pain,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-039/,SAME-AS,/orgs/PIH/sources/PIH/,8600,Neck pain,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-040/,SAME-AS,/orgs/PIH/sources/PIH/,912,Ibuprofen,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-041/,SAME-AS,/orgs/PIH/sources/PIH/,10428,ACE inhibitors,high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-042/,SAME-AS,/orgs/PIH/sources/PIH/,10434,ARBs (angiotensin II receptor blockers),high
Mapping,TIP-Global-Health,Organization,EHEZA,/orgs/TIP-Global-Health/sources/EHEZA/concepts/EH-NCD-043/,SAME-AS,/orgs/PIH/sources/PIH/,1243,Hydrochlorothiazide,high
