id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-0185,CovidContactTracing,Covid Contact Tracing,Gushakisha abahuye n'uwanduye Covid-19,Kurondera uwo babonanye afise Korona,Raad raaca xiriirka Covid
EHEZA-U-0186,CounselorSignature,Entry Counselor Signature,,,
EHEZA-U-0187,CSectionReasons.Breech,Breech,Abanje ikibuno(umwana yaje yicaye),Ikirasi,
EHEZA-U-0188,CSectionReasons.Emergency,Emergency,Ibyihutirwa,Igihe co kwihuta,Deg-Deg
EHEZA-U-0189,CSectionReasons.FailureToProgress,Failure to Progress,Ntibyiyongera,Kunanirwa gutera imbere,Fashil Hor u socod
EHEZA-U-0190,CSectionReasons.PreviousCSection,Previous c-section,Kubagwa guheruka,Ugukorwa guheruka,Qalliin hore
EHEZA-U-0191,CreateRelationship,Create Relationship,Ibijyanye no guhuza amasano,Shiraho umubonano,Abuur Xiriir
EHEZA-U-0192,ChwDashboardLabel,CHW Snapshot,Ishusho y'ibyagezweho,Igicapo c'Abaremeshakiyago,Goob qabadka SHCB
EH-PRE-014,CurrentlyPregnant,Currently Pregnant,Aratwite,Afise imbanyi ubu,
EHEZA-U-0193,CurrentStock,Current Stock,Ibiri mu bubiko,,
EH-PRE-021,DangerSign.VaginalBleeding,Vaginal bleeding,Kuva,Ukuva amaraso mu gitsina,Dhiigbax makaanka ah
EHEZA-U-0194,DangerSign.HeadacheBlurredVision,Severe headaches with blurred vision,Kuribwa umutwe bidasanzwe ukareba ibikezikezi,Ukumeneka umutwe gukaze hamwe n'ukutabona neza,Madax xanuun leh arag wareer
EHEZA-U-0195,DangerSign.ExtremeWeakness,Extreme weakness,Gucika intege cyane,Gucika intege cane,Tabaryari aad u daran
EHEZA-U-0196,DangerSign.ImminentDelivery,Imminent delivery,Kubyara biri hafi,Gutanga bigaragara,Dhalmada soo gaartay Kafka
EHEZA-U-0197,DangerSign.Labor,Labor,Kujya ku nda,Ibise,Fool
EHEZA-U-0198,DangerSign.LooksVeryIll,Looks very ill,Ararembye cyane,Aboneka nk'uwugwaye cane,U muuqda mid aad u xanuunsan
EHEZA-U-0199,DangerSign.SevereVomiting,Severe vomiting,Araruka bikabije,Kugahwa birenze,Matag aad u daran
EH-PRE-031,DangerSign.Unconscious,Unconscious,Yataye ubwenge,Uguta ubwenge,Miyir daboolan
EHEZA-U-0200,DangerSign.GushLeakingVaginalFluid,Gush or leaking of vaginal fluid,Ibintu biva mu gitsina by'uruzi,Kwivomera hataragera,Qoyaan ama dheecaan ka socda makaanka
EHEZA-U-0201,DangerSign.PrematureOnsetContractions,Premature Onset of Contractions,,Ibise vyatanguye hataragera,Dhalmo isu diyaarinta aan bilo dhameesanin
EHEZA-U-0202,DangerSigns,Danger Signs,Ibimenyetso mpuruza,Ibimenyetso mburizi,Calaamadaha Halista ah
EHEZA-U-0203,Date,Date,Itariki,Itarike,Taariikhda
EHEZA-U-0204,DateOfContact,Date of Contact,Itariki bahuriyeho,Itarike yo kubonana,Taariikhda la sameeyay Xiriirka
EHEZA-U-0205,DatePregnancyConcluded,Date Pregnancy Concluded,Itariki y'iherezo ryo gutwita,Itarike imbanyi yarangiriyeko/yaherejeko,Taariikhda la gaba gabeeyay Uurka
EHEZA-U-0206,DashboardLabel,Dashboard,Ikibaho cy’amakuru y’ingenzi,Urubaho rw’amakuru,Daashbood
EHEZA-U-0207,DateReceived,Date Received,Italiki yakiriweho,Itarike yakiriwe,Taariikhda la Helay
EHEZA-U-0208,DateOfBirth,Date of Birth,Itariki y'amavuko,Itarike y'amavuko,Taariikhda Dhalashada
EHEZA-U-0209,DayAbbrev,Day,Umu,Umu,Maalinta
EHEZA-U-0210,DaysPresent,Days present,Igihe gishize,Iminsi ihari,maalmaha hadda
EHEZA-U-0211,DeliveryComplication.ComplicationEmergencyCSection,Emergency C-Section,Kubagwa bitewe n'impamvu zihutirwa,Ikorwa ry'ihuta,
EHEZA-U-0212,DeliveryComplication.ComplicationMaternalHemmorhage,Maternal Hemorrhage,Kuva amaraso ku mubyeyi utwite cyangwa nyuma yo kubyara,Ukuva amaraso kw'abavyeyi,
EHEZA-U-0213,DeliveryComplication.ComplicationMaternalDeath,Maternal Death,Urupfu rw'umubyeyi,Urupfu rw'abavyeyi,
EHEZA-U-0214,DeliveryLocation,Delivery Location,Aho yabyariye,Ahantu ho kuvyarira,Goobta Dhalmada
EHEZA-U-0215,DemographicInformation,Demographic Information,Umwirondoro,Amakuru y'ibiharuro vy'abantu,Xogta guud ee dadka
EHEZA-U-0216,DemographicsReport,Demographics Report,Raporo y'umwirondoro,Icegeranyo c'ibiharuro vy'abantu,Warbixinta dadka
EHEZA-U-0217,Details,Details,Mu buryo burambuye,,Faahfaahin
EHEZA-U-0218,DetectableViralLoad,Detectable Viral Load,Ingano ya virusi itera SIDA iracyagaragara mu maraso,Imenyekana/igaragara ry'umugera (virisi),
EHEZA-U-0219,Device,Device,Igikoresho,Igikoresho,Aalad
EHEZA-U-0220,DeviceStatus,Device Status,Uko igikoresho cy'ikoranabuhanga gihagaze,Ingene igikoresho kimeze,Xaalada Aalada
EH-NCD-011,Diabetes,Diabetes,Diyabete (Indwara y'igisukari),Diyabete,
EHEZA-U-0221,DiagnosedByOutsideCare,Diagnosed by outside care,Yasuzumiwe ku rindi vuriro,Gusuzumwa vyakorewe hanze,
EHEZA-U-0222,Diagnosis,Diagnosis,Uburwayi bwabonetse,Isuzumwa,Baaritaan
EHEZA-U-0223,DiagnosisDate,Diagnosis Date,Itariki y'Isuzuma,Itarike yo gusuzuma,Taariikhda Baaritaanka
EHEZA-U-0224,Diagnostics,Diagnostics,Gusuzuma uburwayi,Gusuzuma uburwayi,Baaritaano
EH-NUT-008,Diarrhea,Diarrhea,Impiswi,Gucibwamwo,Shuban
EHEZA-U-0225,DifferenceBetweenDueAndDeliveryDates,Difference between due date and delivery date,Ikinyuranyo kiri hagati y'amatariki,Itandukanirizo riri hagati y'itarike itegekanijwe kuvyara niy'umunsi avyariyeko,Farqiga u dhaxeeya taariikhda weli socota iyo taariikhda dhalmada
EH-PRE-025,DifficultyBreathingLabel,Difficulty breathing,Guhumeka nabi,Guhema nabi,Neefsashada oo adag
EHEZA-U-0226,DistributedAmount,Distributed Amount,Ingano yahawe,Igitigiri catanzwe,Qaddarka La Qaybiyay
EHEZA-U-0227,District,District,Akarere,Akarere,Degmo
EHEZA-U-0228,DOB,DOB,,DDN,TDH
EHEZA-U-0229,DueDate,Due Date,Itariki azabyariraho,Itarike ntarengwa,Taariikhda la Filayo
EHEZA-U-0230,EarlyMastitisOrEngorgmentReliefMethod.ReliefMethodIncreaseFluid,Increase fluid,Ongera ibyo kunywa,Kongereza amazi,Badi dareeraha
EHEZA-U-0231,EarlyChildhoodDevelopment,Early Childhood Development,Gahunda ikomatanije y'imikurire,Gukurikirana igikuriro c'umwana,
EHEZA-U-0232,Eclampsia,Eclampsia,Ekalampusi,Éclampsie,Ekalaamsiyo
EHEZA-U-0233,ECDStatus.StatusOffTrack,Off Track,Ntibyakozwe,Ntivyakozwe,Aan ku jirin
EHEZA-U-0234,ECDStatus.NoECDStatus,No Status,,,
EHEZA-U-0235,Edd,EDD,Itariki y'agateganyo yo kubyara,Itarike Yagereranijwe yo Kuvyara,
EHEZA-U-0236,EddHeader,Estimated Date of Delivery,Itariki y'agateganyo azabyariraho,Itarike Yagereranijwe yo Kuvyara,Taariikhda la Qiyaasay ee Dhalmada
EH-NUT-004,Edema,Edema,Kubyimba,Ukuvyimba amaguru,Barar
EHEZA-U-0237,EducationTopic.TopicSTD,STDs & Prevention of HIV,,Indwara zandurirwa mu mibonano mpuzabitsina no gukingira SIDA,Cudurada ku Faafa Galmada & Ka hortaga HIV
EHEZA-U-0238,EducationTopic.TopicMentalHealth,Mental Health Diseases & Epilepsy,,Indwara wo mu mutwe n'Intandara,Cudurada Dhimirka & Qallalka
EHEZA-U-0239,EducationTopic.TopicMalaria,Malarial diseases and the use of mosquito nets,,Indwara za Malariya n'ugukoresha umusegeera,Duumada iyo adeegsiga maro kaneecada
EHEZA-U-0240,Ega,EGA,Ibyumweru inda imaze,Ikigereranyo c'Imyaka yo Gusama,
EHEZA-U-0241,EgaHeader,Estimated Gestational Age,Amezi y'agateganyo y'inda,Ikigereranyo c'Imyaka yo Gusama,Da`da Uurka ee la Qiyaasay
EHEZA-U-0242,EgaWeeks,EGA (Weeks),EGA (Ibyumweru),AGE (Indwi),EGA (Todobaadyo)
EHEZA-U-0243,ElevatedRespiratoryRate,Elevated respiratory rate,Inshuro ahumeka zazamutse,Umuvuduko ukabije m'uguhema,Heerka Neefsashada waa Sarreeyaa
EHEZA-U-0244,EncounterDate,Encounter Date,Itariki igikorwa cyakoreweho,Itarike y'umubonano,Taariikhda Ogaanshaha
EHEZA-U-0245,Encounters,Encounters,,imibonano,
EHEZA-U-0246,EncounterTypes,Encounter Types,,Ubwoko bw'umubonano,Raadi qeybaha
EHEZA-U-0247,EncounterWarningForDiagnosisPane.WarningECDMilestoneBehind,Missed ECD Milestone,,,
EHEZA-U-0248,EntryStatusAntenatal.StatusOngoing,Open,,,Fur
EHEZA-U-0249,EntryStatusAntenatal.StatusResolved,Concluded,Byasojwe,Uguheraheza,La gaba gabeeyay
EHEZA-U-0250,EntryStatusDiagnosis.StatusOngoing,Ongoing,,Kubandanya,Socda
EHEZA-U-0251,EPDSPreformedOn,EPDS performed on,Igipimo cy'ukuntu yiyumva nyuma yo kubyara cyakozwe kuwa,Igipimo co kwihebura inyuma yo kuvyara ca Edinburgh ,
EHEZA-U-0252,Estimated,Estimated,Itariki y'amavuko igenekerejwe,Bigereranijwe,La qiyaasay
EHEZA-U-0253,EstimatedDeliveryDate,Estimated Delivery Date,,,Taariikhda la qiyaasay ee umulidda
EHEZA-U-0254,ExaminationTask.Vitals,Vitals,Ibimenyetso by'ubuzima,Ivyangombwa,Cabirada Muhiimka ah
EHEZA-U-0255,ExaminationTask.ObstetricalExam,Obstetrical Exam,Ibipimo by'inda,Gupima ivyara,
EHEZA-U-0256,ExaminationTask.GUExam,GU Exam,Isuzuma ry'imyanya ndangagitsina n'inzira z'inkari,Igipimo c'Ibihimba vy'irondoka hamwe n'amafyigo,Baaritaanka Caloosha
EHEZA-U-0257,ExpiryDate,Expiry Date,Itariki bizarangiraho,,
EHEZA-U-0258,ExposureTask.ExposureTravel,Travel History,Amakuru y'ingendo wakoze,Akahise k'ingendo,Taariikhda Safarka
EHEZA-U-0259,ExposureTask.ExposureExposure,Contact Exposure,Abantu mwahuye,Ukwerekana kumenyana,
EHEZA-U-0260,Extremities,Extremities,"Ku mpera z'ibice by'umubiri (ibiganza,ibirenge)",Ibirenze,Adimada
EHEZA-U-0261,Eyes,Eyes,Amaso,Amaso,Indhaha
EHEZA-U-0262,Facility,Facility,Ivuriro,Ikigo,Adeega
EHEZA-U-0263,FamilyEncounter,Family Encounter,Isuzuma ry'umuryango,Isuzumwa ry'umuryango,Ogaanshaha Qoyska
EHEZA-U-0264,FamilyHistoryOfPreeclampsia,Family history of pre-eclampsia,Amakuru ku muryango ku bijyanye na Preklampus,,
EHEZA-U-0265,FamilyInformation,Family Information,Amakuru ku muryango,Amakuru y'umuryango,Xogta Qoyska
EHEZA-U-0266,FamilyMembers,Family Members,Abagize umuryango,Abagize umuryango,Xubnaha Qoyska
EHEZA-U-0267,FamilyPlanningSignLabel.AutoObservation,Auto-observation,Kwigenzura ururenda,Umwihwezo wo ku giti canje,Iska-warqab
EH-NUT-009,FamilyPlanningSignLabel.Condoms,Condoms,Udukingirizo,udukingirizo,Cinjiro
EHEZA-U-0268,FamilyPlanningSignLabel.CycleBeads,Cycle beads,Urunigi,Ubudede bwo guharura kuja mu kwezi,Caado Ogaansho
EHEZA-U-0269,FamilyPlanningSignLabel.CycleCounting,Cycle counting,Kubara ,Uguharura kuja mu maraso,Caado Tiris
EHEZA-U-0270,FamilyPlanningSignLabel.Hysterectomy,Hysterectomy,Bakuyemo nyababyeyi,Ugukuramwo igitereko,
EHEZA-U-0271,FamilyPlanningSignLabel.Implants,Implants,Akapira ko mu kaboko,Ibibandikano,Beerid
EHEZA-U-0272,FamilyPlanningSignLabel.Injectables,Injectables,Urushinge,Agashinge,Durriin
EHEZA-U-0273,FamilyPlanningSignLabel.IUD,IUD,Akapira ko mu mura (agapira ko munda ibyara),Akanyuzi,IUD/Qalabka Minka la Geliyo
EHEZA-U-0274,FamilyPlanningSignLabel.LactationAmenorrhea,Lactation amenorrhea,Uburyo bwo konsa,Kutaja mu kwezi (mu gihe umuvyeyi wonsa),Caado go`a xilliga Naas nuujinta
EHEZA-U-0275,FamilyPlanningSignLabel.OralContraceptives,Oral contraceptives,Ibinini,Ibinini,Kaniinayada Uur Joojinta
EHEZA-U-0276,FamilyPlanningSignLabel.Spermicide,Spermicide,Ibinini byica intangangabo bicishwa mu gitsina,Ivyo guhagarika gusama imbanyi ucishije mu kanwa,
EHEZA-U-0277,FamilyPlanningSignLabel.TubalLigatures,Tubal ligatures,Gufunga umuyoborantanga ku bagore,Ugukata imiringoti izana amagi y'umugore mu gitereko,Min xirid
EH-NUT-015,FamilyPlanningSignLabel.Vasectomy,Vasectomy,Gufunga umuyoborantanga ku bagabo,ugukata imiringoti izana intanga z'abagabo,Xidid bixis (ragga)
EHEZA-U-0278,FamilyUbudehe,Family Ubudehe,Icyiciro cy'ubudehe umuryango uherereyemo,Amakoperative,
EHEZA-U-0279,FatherOrChiefId,Father or Chief of Family ID,Indangamuntu y'Umukuru w'Umuryango,Karangamuntu ya Serugo canke Umukuru w'umuryango,Aqoonsiga Aabaha ama Madaxa Qoyska
EHEZA-U-0280,FatherOrChiefName,Fathers or Chief of Family Name,Amazina y'Umukuru w'muryango,Amazina ya Serugo canke Umukuru w'umuryango,Magaca Aabaha madaxa Qoyska
EH-TB-003,Fatigue,Fatigue,umunaniro,Uburuhe,Daal
EHEZA-U-0281,FbfDistribution.Achi,Aheza Distribution,Gutanga Aheza,Ugutanga kwa Aheza,
EHEZA-U-0282,Feeding,Feeding,Kugaburira umwana,Kugaburira umwana,Quudin
EH-PRE-010,FetalHeartRate,Fetal Heart Rate,Uko umutima w'umwana utera,Urugero rw'umwana ari mu nda,
EHEZA-U-0283,FetalMovement,Fetal Movement,Uko umwana akina mu nda,Ukwikomanga k'umwana mu nda,
EH-PRE-012,FetalPresentationLabel,Fetal Presentation,Uko umwana ameze mu nda,Ukugaragara kw'imbanyi iri mu nda,
EHEZA-U-0284,FetalPresentation.Cephalic,Cephalic,Umwana abanje umutwe,Igihe umutwe n'izosi biri imbere,
EHEZA-U-0285,FetalPresentation.Transverse,Transverse,Gitambitse (Umwana aritambitse),Umwana arakikamye,Banaanka usoo baxsan
EHEZA-U-0286,FetalPresentation.Twins,Twins,Impanga,Amahasa,Mataano
EHEZA-U-0287,FetalPresentation.UnclearImprecise,Unclear / Imprecise,Ntibisobanutse / Ntibigaragara neza,,
EH-PRE-026,Fever,Fever,Umuriro,Ubushuhe,Qandho
EHEZA-U-0288,FillTheBlanks,Nutrition Information,Amakuru ku Mirire,,
EHEZA-U-0289,Finish,Finish,Soza igikorwa,Guheza,Dhamee
EH-PER-001,FirstName,First Name,Izina ry'idini,Izina ry’Iritazirano,Magaca Koowaad
EHEZA-U-0290,FiveVisits,Five visits,Inshuro eshanu,Ingendo zitanu,Shan Booqasho
EHEZA-U-0291,FoodGroup.FoodGroupVegetables,Vegetables,Imboga,Ivyamwa n'imboga,Khudaar
EHEZA-U-0292,FoodGroup.FoodGroupCarbohydrates,Carbohydrates,Ibinyamasukari,Ntanganguvu,Karboohaydaro
EHEZA-U-0293,FoodGroup.FoodGroupProtein,Protein,Ibyubakumubiri,Indemamubiri,
EHEZA-U-0294,FoodSecurity,Food Security,Kwihaza ku biribwa,Umutekano mu mfunguro,Sugnaanta Cunnada
EHEZA-U-0295,FollowPostpartumProtocols,Follow Postpartum Protocols,Kurikiza amabwiriza yo kwita ku mubyeyi wabyaye,Gukurikiza Inyandiko Ntumberezo zerekeye inyuma yo kwibaruka,Raac Hababka Dhalmada kadib
EHEZA-U-0296,FollowUp,Follow Up,Gukurikirana umurwayi,Kurikirana,Ka Warqab
EHEZA-U-0297,FollowUpOption.FollowUpNotNeeded,No follow up,,Kutagendera umugwayi,Lama raacin
EHEZA-U-0298,FollowUpDueOption.OverDue,Past Due,Itariki yarenze,Igihe carenze,Waqti hore
EHEZA-U-0299,FollowUpDueOption.DueToday,Due Today,Itariki yageze uyu munsi,Bitarenze uno munsi,Maanta oo kale
EH-PRE-009,FundalHeight,Fundal Height,Uburebure bwa Nyababyeyi,Uburebure bw'igitereko,Dhererka Ilma-galeenka
EHEZA-U-0300,Gender.Male,Male,Gabo,Gabo,Lab
EHEZA-U-0301,Gender.Female,Female,Gore,Gore,Dhadig
EH-PER-004,GenderLabel,Gender,Igitsina,Igitsina,Jinsi
EH-NCD-014,GestationalDiabetes,Gestational Diabetes,Diyabete iterwa no gutwita,Diyabete y'imbanyi,
EHEZA-U-0302,GPSInfo,GPS Info,,,Macluumaadka GPS
EHEZA-U-0303,GPSLocation,GPS Location,,Akarere (Localisation),Goobta GPS
EHEZA-U-0304,GroupAssessment,Group Encounter,Gukorera itsinda,Inyigisho mukibano,Ogaanshiyo Koox
EHEZA-U-0305,Grams,grams,Amagarama,Amagarama,garaamyo
EH-PRE-015,Gravida,Gravida,Inda zose watwise,Inday ya,Tirada Dhalmada
EHEZA-U-0306,GroupEducation,Group Education,,Inyigisho mukibano,Wacyi gelin Kooxeed
EHEZA-U-0307,GroupOfFoods.Staples,"Staples (grains, roots and tubers)",Ibinyabijumba/Ibitera imbaraga,"Ibifungurwa vy'umushinge/vy'intango/vy'ibanze (intete, imizi hamwe n'amateke/amagoma)",Cunnada Qolofta leh
EHEZA-U-0308,GroupOfFoods.Legumes,"Legumes (beans, peas, cereals)","Ibinyamisogwe (Ibishyimbo, amashyaza, ibinyampeke)","Ibifungugwa bimeze nk'ibiharage/intete ziri mu bishishwa (ibiharage, ubushaza, intete)",Dalaga Qalfoofta leh
EHEZA-U-0309,GroupOfFoods.DairyProducts,Dairy products,Ibikomoka ku mata,Ivyavuye mu mata,Jeeni
EHEZA-U-0310,GroupOfFoods.AnimalSourceFoods,"Animal-source foods (flesh meats, eggs, fish, small fish (indagara))","Ibikomoka ku matungo (inyama, amagi, amafi, indagara)","Ibifungurwa biva ku bitungwa/ibikoko (inyama, amagi, amafi, indagara)","Cunnada ka timaada xoolaha (hilibka, ukunta, kaluunka (yuumbi)"
EHEZA-U-0311,GroupOfFoods.Eggs,Eggs,Amagi,Amagi,Ukumo
EHEZA-U-0312,GroupOfFoods.FruitsVegetables,Fruits and vegetables,Imbuto n'Imboga,Ivyamwa n'imboga,Miro iyo Khudaar
EHEZA-U-0313,GroupOfFoods.BreastMilk,Breastfeeding,Konka,Ukonka,Naas-nuujin
EHEZA-U-0314,GroupOfFoods.MealsWithEdibleOil,Meals with added edible oil,Ifunguro ryongewemo amavuta,Imfungugwa zongewemwo amavuta yo kurya,
EHEZA-U-0315,Growth,Growth,Imikurire,Ugukura,Koriinsho
EHEZA-U-0316,GWGClassification.GWGSeverelyInadequate,Severely Inadequate,Ibiro ntibyiyongera cyane ku buryo buhagije,,
EHEZA-U-0317,GWGClassification.GWGInadequate,Inadequate,Ibiro ntibyiyongera ku buryo buhagije,,
EHEZA-U-0318,GWGClassification.GWGAdequate,Adequate,Ibiro byiyongera ku buryo buhagije,,
EHEZA-U-0319,GWGClassification.GWGExcessive,Excessive,,,
EHEZA-U-0320,GWGClassificationLabel,GWG Classification,Ibyiciro by'iyongera ry’ibiro mu gihe cyo kutwita (GWG),,
EHEZA-U-0321,HandPallor,Hand Pallor,Ikiganza cyerurutse,Kweragurika mu ntoke,Gacmo Caddoow
EHEZA-U-0322,Hands,Hands,Ibiganza,Ibiganza,Gacmo
EHEZA-U-0323,HardlyEver,Hardly ever,Gake gashoboka,Biragoye bukebuke,Marnaba aan dhicin
EH-NCD-009,HBA1C,HBA1C,Ikigereranyo cy'isukari mu maraso mu mezi atatu ashize,Igipimo co kuraba ingene isukari ingana mu maraso,
EHEZA-U-0324,HbA1cPercentage,Percentage (%),Ku ijana (%),Ivyo kw'ijana (%),Boqolkiiba (%)
EHEZA-U-0325,HCRecommendation.ChwMonitoring,CHW should continue to monitor,cyemeza ko umujyanama w’ubuzima agomba gukomeza gukurikirana umurwayi,Abaremeshakiyago bategerezwa gukurikirana/kubandanya baraba,SHCB waa inuu sii wadaa la socodka
EH-AI-005,HeadacheLabel,Headache,Kubabara umutwe,Kumeneka umutwe,Madax xanuun
EHEZA-U-0326,HeadHair,Head/Hair,Umutwe/Umusatsi,Umutwe/umushatsi,Madaxa/Timaha
EHEZA-U-0327,HealthCenter,Health Center,Ikigo Nderabuzima,Ivuriro,Xarun Caafimaad
EHEZA-U-0328,HealthEducation,Health Education,Inyigisho ku buzima,Inyigisho ntugamagara,Wacyi Gelin Caafimaad
EHEZA-U-0329,HealthEducationNotProvided,No health education provided,Nta nyigisho ku buzima zatanzwe,Nta nyigisho z'amagara meza zatanzwe,Lama siini wacyi gelin caafimaad
EHEZA-U-0330,HealthEducationProvided,Health education provided,Hatanzwe inyigisho ku buzima,Inyigisho z'amagara zitanzwe,La siiyay Wacyi Gelin Caafimaad
EHEZA-U-0331,HealthTopics,Health Topics,,Imitwe y'ivyigwa vy'amagara meza,Cinwaanada caafimaadka
EHEZA-U-0332,Heart,Heart,Umutima,Umutima,Wadne
EHEZA-U-0333,HeartburnLabel,Heartburn,Ikirungurira,Ugusha k'umutima,
EHEZA-U-0334,HeartburnReliefMethod.ReliefMethodCeaseSmoking,Cease smoking ,Hagarika kunywa itabi,Guhagarika kunywa itabi,
EHEZA-U-0335,HeartburnReliefMethod.ReliefMethodSleepWithHeadRaised,Sleep with their head raised in the bed,Gerageza kuryama umutwe wegutse/useguye,Kuryama umutwe usangamuye mu gitanda,Madaxa kor u yara taag xilliga jiifka
EHEZA-U-0336,HeartMurmur,Heart Murmur,Ijwi ry'umutima igihe utera,Kongorera k'umutima,Rucleynta Wadnaha
EHEZA-U-0337,HeartCPESign.IrregularRhythm,Irregular Rhythm,Injyana ihindagurika,Ingendo ihindagurika,Rucleyn aan nidaamsanayn
EHEZA-U-0338,HeartCPESign.NormalRateAndRhythm,Normal Rate And Rhythm,Bimeze neza/Injyana imeze neza,Igipimo hamwe n'umudundo bisazwe,Heerka Caadiga ah iyo Dhawaqa
EHEZA-U-0339,HeartCPESign.SinusTachycardia,Sinus Tachycardia,Gutera k'umutima birenze cyane igipimo gisanzwe,Itera ry'umutima ridasanzwe,
EH-PRE-003,HeartRate,Heart Rate,Gutera k'umutima (inshuro umutima utera),Ugutera k'umutima,Garaaca Wadnaha
EHEZA-U-0340,HeartRateNotAudible,Heart rate not audible,Umutima w'umwana ntago wumvikana,,
EHEZA-U-0341,Height,Height,Uburebure,Uburebure,Dhirika
EHEZA-U-0342,HemoglobinTestHistory,Hemoglobin Test History,Amakuru ku kizamini cy'ingano y'amaraso,,
EHEZA-U-0343,High,High,,Hejuru,Sare
EHEZA-U-0344,HighRiskCase,high-risk case,afite ibyago byinshi byo kuba yaranduye,Ingorane idasanzwe,Xaalad Halisteedu Sarreyso
EHEZA-U-0345,HighRiskFactors,High Risk Factors,Abafite ibyago byinshi byo,Impamvu z'ingorane zaduze,Arrimaha Halista Sare leh
EHEZA-U-0346,HighRiskOfPreeclampsia,High Risk of Preeclampsia,Afite ibyago byinshi byo kugira Preklampusi,,
EHEZA-U-0347,HighSeverityAlerts,High Severity Alerts,Bimenyetso mpuruza bikabije,Ibimenyesha vyinshi vyaduze,Digniin Halisteeda Sarreyso
EHEZA-U-0348,History,History,Amakuru,Akahise,Taariikh
EHEZA-U-0349,HistoryOfMentalHealthProblems,History of Mental Health Problems,Niba yaragize uburwayi bwo mumutwe,Akahise k'ingorane y'ingwara yo mu mutwe,
EHEZA-U-0350,HistoryTask.Social,Partner Information,Amakuru y'uwo bashakanye (umugabo),Amakuru y'umushingantahe,
EHEZA-U-0351,HIV,HIV,Virusi itera SIDA,Umugera wa SIDA,
EHEZA-U-0352,HIVFollowUpLabel,HIV Follow up,,,
EHEZA-U-0353,HIVPCRTestResult,HIV PCR Test Result,Ibisubizo by'ikizamini cya PCR gipima Virusi itera SIDA,Inyishu y'igipimo ca PCR ya VIH,
EHEZA-U-0354,HIVPrescribedMedication.HIVMedicationDolutegravirLamivudineTenofovir,Dolutegravir + Lamivudine + Tenofovir (DTG-3TC-TDF),,,
EHEZA-U-0355,HIVPrescribedMedication.HIVMedicationAtazanavirRitonavir,Atazanavir + Ritonavir (ATZ/r),,,
EHEZA-U-0356,HIVPrescribedMedication.HIVMedicationDolutegravir,Dolutegravir (DTG),,,
EHEZA-U-0357,HIVPrescribedMedication.HIVMedicationAbacavirLamivudine,Abacavir + Lamivudine (ABC-3TC),,,
EHEZA-U-0358,HIVPrescribedMedication.HIVMedicationLamivudineTenofovir,Lamivudine + Tenofovir (3TC-TDF),,,
EHEZA-U-0359,HIVPrescribedMedication.HIVMedicationZidovudine,Zidovudine (liquid) (AZT),,,
EHEZA-U-0360,HIVPrescribedMedication.HIVMedicationLamivudineZidovudineNevirapine,Lamivudine + Zidovudine + Nevirapine (3TC-AZT-NVP),,,
EHEZA-U-0361,HIVPrescribedMedication.HIVMedicationEfavirenzLamivudineTenofovir,Efavirenz + Lamivudine + Tenofovir (EFV-3TC-TDF),,,
EHEZA-U-0362,HIVPrescribedMedication.HIVMedicationLamivudineZidovudine,Lamivudine + Zidovudine (3TC-AZT),,,
EHEZA-U-0363,HIVPrescribedMedication.HIVMedicationLopinavirRitonavir,Lopinavir + Ritonavir (LPV/r),,,
EHEZA-U-0364,HIVPrescribedMedication.HIVMedicationDarunavirRitonavir,Darunavir + Ritonavir (DRV/r),,,
EHEZA-U-0365,HIVPrescribedMedication.HIVMedicationDarunavirCobicistat,Darunavir + Cobicistat (DRV/c),,,
EHEZA-U-0366,HIVPrescribedMedication.HIVMedicationRaltegravir,Raltegravir (RAL),,,
EHEZA-U-0367,HIVPrescribedMedication.HIVMedicationEfavirenz,Efavirenz (EFV),,,
EHEZA-U-0368,HIVPrescribedMedication.HIVMedicationNevirapine,Nevirapine (tablet or liquid) (NVP),,,
EHEZA-U-0369,HIVPrescribedMedication.HIVMedicationEtravirine,Etravirine (ETR),,,
EHEZA-U-0370,HIVPrescribedMedication.HIVMedicationTenofovir,Tenofovir (TDF),,,
EHEZA-U-0371,HIVPrescribedMedication.HIVMedicationLamivudine,Lamivudine (3TC),,,
EHEZA-U-0372,HIVPrescribedMedication.HIVMedicationAbacavir,Abacavir (ABC),,,
EHEZA-U-0373,HIVPrescribedMedication.HIVMedicationBactrim,Bactrim,,,
EHEZA-U-0374,HIVPrescribedMedication.HIVMedicationTrimethoprimSulfamethoxazole,Trimethoprim and Sulfamethoxazole tablets (Adults),,,
EHEZA-U-0375,HIVPrescribedMedication.HIVMedicationCoTrimoxazoleTablets,Dispersible Co-trimoxazole tablets (Pediatrics),,,
EHEZA-U-0376,HIVPrescribedMedication.HIVMedicationCoTrimoxazoleOralSuspension,Co-trimoxazole Oral Suspension (Pediatrics),,,
EHEZA-U-0377,HIVPrescribedMedication.HIVMedicationsNotChanged,Medications not Changed,,,
EHEZA-U-0378,HIVStatus.HIVExposedInfant,HIV-exposed Infant,Umwana uvuka ku mubyeyi ubana n'ubwandu bwa virusi ya SIDA,Umwana ufite abavyeyi bafite umugera wa SIDA,Ilmaha la soo bandhigay HIV
