Height	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
99.6	10.647	11.663	12.679	13.821	15.111	16.573	18.239	20.146	22.053
99.7	10.666	11.684	12.702	13.846	15.139	16.605	18.275	20.186	22.097
99.8	10.684	11.705	12.725	13.872	15.168	16.637	18.310	20.226	22.141
99.9	10.704	11.726	12.748	13.898	15.196	16.668	18.345	20.265	22.185
100.0	10.723	11.747	12.771	13.924	15.225	16.700	18.381	20.305	22.229
100.1	10.742	11.768	12.795	13.949	15.253	16.732	18.417	20.345	22.274
100.2	10.761	11.790	12.818	13.975	15.282	16.764	18.452	20.385	22.318
100.3	10.780	11.811	12.842	14.001	15.311	16.796	18.488	20.426	22.363
100.4	10.799	11.832	12.865	14.027	15.340	16.828	18.524	20.466	22.408
100.5	10.818	11.854	12.889	14.053	15.369	16.861	18.561	20.507	22.453
100.6	10.838	11.875	12.913	14.080	15.398	16.893	18.597	20.548	22.499
100.7	10.858	11.897	12.937	14.106	15.427	16.926	18.633	20.588	22.544
100.8	10.877	11.919	12.960	14.133	15.456	16.958	18.670	20.630	22.589
100.9	10.896	11.940	12.984	14.159	15.486	16.991	18.706	20.671	22.635
101.0	10.916	11.962	13.008	14.186	15.515	17.024	18.743	20.712	22.682
101.1	10.936	11.984	13.033	14.212	15.545	17.057	18.780	20.754	22.728
101.2	10.955	12.006	13.057	14.239	15.575	17.090	18.817	20.796	22.774
101.3	10.975	12.028	13.081	14.266	15.605	17.123	18.855	20.838	22.821
101.4	10.995	12.050	13.105	14.293	15.634	17.157	18.892	20.880	22.868
101.5	11.015	12.072	13.130	14.320	15.665	17.190	18.930	20.922	22.915
101.6	11.035	12.095	13.155	14.347	15.695	17.224	18.967	20.964	22.961
101.7	11.055	12.117	13.179	14.374	15.725	17.258	19.005	21.006	23.008
101.8	11.075	12.140	13.204	14.402	15.755	17.291	19.043	21.049	23.055
101.9	11.096	12.162	13.229	14.429	15.786	17.325	19.081	21.092	23.103
102.0	11.115	12.184	13.253	14.457	15.816	17.360	19.119	21.136	23.152
102.1	11.136	12.207	13.278	14.484	15.847	17.394	19.157	21.179	23.200
102.2	11.156	12.230	13.303	14.512	15.878	17.428	19.196	21.222	23.248
102.3	11.177	12.253	13.329	14.540	15.909	17.463	19.235	21.265	23.296
102.4	11.197	12.275	13.354	14.568	15.940	17.497	19.273	21.309	23.344
102.5	11.218	12.298	13.379	14.596	15.971	17.532	19.312	21.352	23.393
102.6	11.238	12.321	13.404	14.624	16.002	17.567	19.351	21.396	23.442
102.7	11.259	12.344	13.430	14.652	16.033	17.601	19.390	21.440	23.491
102.8	11.280	12.367	13.455	14.680	16.064	17.636	19.429	21.484	23.539
102.9	11.301	12.391	13.481	14.708	16.096	17.671	19.469	21.529	23.589
103.0	11.321	12.414	13.506	14.737	16.128	17.707	19.508	21.574	23.639
103.1	11.342	12.437	13.532	14.765	16.159	17.742	19.548	21.618	23.689
103.2	11.363	12.460	13.558	14.794	16.191	17.778	19.588	21.663	23.738
103.3	11.384	12.484	13.584	14.822	16.223	17.813	19.628	21.708	23.788
103.4	11.405	12.507	13.610	14.851	16.255	17.849	19.668	21.754	23.839
103.5	11.426	12.531	13.636	14.880	16.287	17.885	19.708	21.799	23.889
103.6	11.447	12.555	13.662	14.909	16.319	17.921	19.748	21.844	23.940
103.7	11.469	12.578	13.688	14.938	16.351	17.957	19.789	21.889	23.990
103.8	11.490	12.602	13.714	14.967	16.384	17.993	19.829	21.935	24.042
103.9	11.511	12.626	13.741	14.996	16.416	18.029	19.870	21.981	24.092
104.0	11.533	12.650	13.767	15.026	16.449	18.066	19.911	22.027	24.143
104.1	11.554	12.674	13.793	15.055	16.481	18.102	19.952	22.074	24.196
104.2	11.576	12.698	13.820	15.084	16.514	18.139	19.993	22.120	24.247
104.3	11.597	12.722	13.847	15.114	16.547	18.175	20.034	22.166	24.298
104.4	11.619	12.746	13.873	15.143	16.580	18.212	20.076	22.213	24.351
104.5	11.641	12.770	13.900	15.173	16.613	18.249	20.117	22.260	24.403
104.6	11.663	12.795	13.927	15.203	16.646	18.286	20.158	22.306	24.454
104.7	11.684	12.819	13.954	15.233	16.680	18.323	20.200	22.354	24.508
104.8	11.706	12.844	13.981	15.263	16.713	18.361	20.242	22.401	24.560
104.9	11.728	12.868	14.008	15.293	16.746	18.398	20.284	22.449	24.613
105.0	11.750	12.893	14.035	15.323	16.780	18.436	20.326	22.496	24.666
105.1	11.772	12.917	14.063	15.353	16.814	18.474	20.369	22.544	24.720
105.2	11.794	12.942	14.090	15.384	16.848	18.511	20.411	22.592	24.773
105.3	11.816	12.967	14.117	15.414	16.881	18.549	20.454	22.641	24.827
105.4	11.839	12.992	14.145	15.445	16.915	18.587	20.497	22.688	24.880
105.5	11.861	13.017	14.173	15.475	16.950	18.626	20.540	22.737	24.935
105.6	11.884	13.042	14.200	15.506	16.984	18.664	20.583	22.786	24.988
105.7	11.906	13.067	14.228	15.537	17.018	18.702	20.626	22.835	25.043
105.8	11.929	13.092	14.256	15.568	17.053	18.741	20.669	22.883	25.097
105.9	11.951	13.117	14.284	15.599	17.087	18.780	20.713	22.933	25.153
106.0	11.974	13.143	14.312	15.630	17.122	18.818	20.756	22.982	25.207
106.1	11.997	13.168	14.340	15.661	17.157	18.858	20.800	23.032	25.263
106.2	12.019	13.194	14.368	15.693	17.192	18.897	20.845	23.082	25.319
106.3	12.042	13.220	14.397	15.724	17.227	18.936	20.888	23.131	25.374
106.4	12.065	13.245	14.425	15.756	17.262	18.975	20.933	23.181	25.430
106.5	12.089	13.271	14.454	15.787	17.297	19.015	20.977	23.231	25.485
106.6	12.111	13.297	14.482	15.819	17.333	19.054	21.022	23.282	25.542
106.7	12.135	13.323	14.511	15.851	17.368	19.094	21.067	23.333	25.599
106.8	12.158	13.349	14.540	15.883	17.404	19.134	21.111	23.383	25.654
106.9	12.181	13.375	14.569	15.915	17.440	19.174	21.157	23.434	25.712
107.0	12.204	13.401	14.598	15.947	17.476	19.214	21.202	23.485	25.769
107.1	12.228	13.427	14.627	15.979	17.512	19.254	21.247	23.536	25.825
107.2	12.252	13.454	14.656	16.012	17.548	19.295	21.292	23.588	25.883
107.3	12.275	13.480	14.685	16.044	17.584	19.336	21.338	23.640	25.941
107.4	12.299	13.507	14.715	16.077	17.620	19.376	21.384	23.691	25.998
107.5	12.323	13.533	14.744	16.110	17.657	19.417	21.430	23.743	26.057
107.6	12.346	13.560	14.773	16.142	17.693	19.458	21.476	23.796	26.115
107.7	12.370	13.586	14.803	16.175	17.730	19.499	21.523	23.848	26.174
107.8	12.394	13.614	14.833	16.208	17.767	19.540	21.569	23.900	26.232
107.9	12.418	13.640	14.863	16.241	17.804	19.582	21.615	23.953	26.291
108.0	12.442	13.667	14.892	16.275	17.841	19.623	21.662	24.006	26.350
108.1	12.466	13.694	14.922	16.308	17.878	19.665	21.709	24.059	26.409
108.2	12.491	13.722	14.953	16.341	17.915	19.707	21.756	24.112	26.468
108.3	12.515	13.749	14.983	16.375	17.953	19.749	21.803	24.166	26.528
108.4	12.540	13.776	15.013	16.408	17.990	19.791	21.851	24.219	26.588
108.5	12.564	13.803	15.043	16.442	18.028	19.833	21.898	24.273	26.648
108.6	12.588	13.831	15.073	16.476	18.065	19.875	21.946	24.327	26.709
108.7	12.613	13.859	15.104	16.510	18.103	19.918	21.993	24.381	26.768
108.8	12.638	13.886	15.135	16.544	18.141	19.960	22.041	24.435	26.829
108.9	12.662	13.914	15.165	16.578	18.179	20.003	22.089	24.489	26.890
109.0	12.687	13.942	15.196	16.612	18.217	20.046	22.138	24.544	26.951
109.1	12.712	13.969	15.227	16.646	18.256	20.088	22.186	24.599	27.012
109.2	12.737	13.998	15.258	16.681	18.294	20.131	22.234	24.653	27.072
109.3	12.762	14.025	15.289	16.715	18.332	20.174	22.283	24.708	27.134
109.4	12.787	14.053	15.320	16.750	18.371	20.218	22.332	24.764	27.196
109.5	12.812	14.081	15.351	16.784	18.410	20.261	22.380	24.819	27.258
109.6	12.837	14.110	15.382	16.819	18.448	20.305	22.429	24.875	27.320
109.7	12.862	14.138	15.413	16.854	18.487	20.348	22.479	24.930	27.382
109.8	12.887	14.166	15.445	16.889	18.526	20.392	22.528	24.986	27.445
109.9	12.913	14.195	15.476	16.924	18.565	20.435	22.577	25.041	27.506
110.0	12.938	14.223	15.508	16.959	18.604	20.479	22.626	25.098	27.569
110.1	12.964	14.251	15.539	16.994	18.644	20.523	22.676	25.154	27.632
110.2	12.989	14.280	15.571	17.029	18.683	20.568	22.726	25.210	27.695
110.3	13.015	14.309	15.603	17.064	18.722	20.612	22.776	25.267	27.758
110.4	13.040	14.337	15.634	17.100	18.762	20.656	22.826	25.324	27.822
110.5	13.066	14.366	15.666	17.135	18.802	20.701	22.876	25.381	27.885
110.6	13.091	14.395	15.698	17.171	18.841	20.745	22.926	25.438	27.949
110.7	13.117	14.424	15.730	17.206	18.881	20.790	22.977	25.495	28.013
110.8	13.143	14.452	15.762	17.242	18.921	20.835	23.027	25.552	28.077
110.9	13.169	14.481	15.794	17.278	18.961	20.880	23.078	25.610	28.141
111.0	13.195	14.511	15.827	17.314	19.001	20.924	23.128	25.666	28.204
111.1	13.221	14.540	15.859	17.349	19.041	20.969	23.179	25.724	28.269
111.2	13.247	14.569	15.891	17.385	19.081	21.015	23.230	25.782	28.333
111.3	13.273	14.598	15.924	17.421	19.122	21.060	23.281	25.840	28.398
111.4	13.299	14.627	15.956	17.458	19.162	21.105	23.332	25.898	28.463
111.5	13.325	14.657	15.989	17.494	19.202	21.151	23.383	25.956	28.528
111.6	13.351	14.686	16.021	17.530	19.243	21.196	23.435	26.014	28.594
111.7	13.377	14.716	16.054	17.566	19.284	21.242	23.486	26.073	28.659
111.8	13.404	14.745	16.087	17.603	19.324	21.288	23.538	26.131	28.725
111.9	13.430	14.775	16.119	17.639	19.365	21.333	23.590	26.190	28.790
112.0	13.456	14.804	16.152	17.676	19.406	21.379	23.642	26.249	28.856
112.1	13.483	14.834	16.185	17.713	19.447	21.425	23.694	26.308	28.922
112.2	13.509	14.864	16.218	17.749	19.488	21.472	23.746	26.367	28.988
112.3	13.536	14.893	16.251	17.786	19.529	21.518	23.798	26.426	29.054
112.4	13.562	14.923	16.284	17.823	19.570	21.564	23.850	26.485	29.121
112.5	13.589	14.953	16.317	17.860	19.612	21.610	23.902	26.545	29.187
112.6	13.615	14.983	16.350	17.897	19.653	21.657	23.955	26.604	29.254
112.7	13.643	15.013	16.384	17.934	19.694	21.703	24.007	26.663	29.319
112.8	13.669	15.043	16.417	17.971	19.736	21.750	24.059	26.723	29.386
112.9	13.696	15.073	16.451	18.008	19.777	21.796	24.112	26.783	29.453
113.0	13.723	15.103	16.484	18.045	19.819	21.843	24.165	26.843	29.520
113.1	13.750	15.133	16.517	18.083	19.861	21.890	24.218	26.903	29.588
113.2	13.776	15.164	16.551	18.120	19.902	21.937	24.271	26.963	29.655
113.3	13.803	15.194	16.584	18.157	19.944	21.984	24.324	27.023	29.722
113.4	13.830	15.224	16.618	18.195	19.986	22.031	24.377	27.084	29.790
113.5	13.857	15.254	16.652	18.232	20.028	22.078	24.430	27.144	29.858
113.6	13.884	15.285	16.685	18.270	20.070	22.125	24.484	27.205	29.925
113.7	13.911	15.315	16.719	18.307	20.112	22.173	24.537	27.265	29.993
113.8	13.938	15.345	16.753	18.345	20.154	22.220	24.591	27.326	30.061
113.9	13.965	15.376	16.786	18.382	20.196	22.267	24.644	27.387	30.130
114.0	13.992	15.406	16.820	18.420	20.238	22.315	24.698	27.448	30.198
114.1	14.020	15.437	16.854	18.458	20.281	22.362	24.751	27.509	30.266
114.2	14.047	15.467	16.888	18.496	20.323	22.410	24.805	27.570	30.334
114.3	14.074	15.498	16.922	18.533	20.365	22.457	24.859	27.631	30.403
114.4	14.101	15.528	16.956	18.571	20.408	22.505	24.913	27.692	30.472
114.5	14.128	15.559	16.990	18.609	20.450	22.553	24.967	27.754	30.540
114.6	14.156	15.590	17.024	18.647	20.493	22.601	25.021	27.815	30.609
114.7	14.183	15.620	17.058	18.685	20.535	22.648	25.075	27.876	30.678
114.8	14.210	15.651	17.092	18.723	20.578	22.696	25.129	27.938	30.747
114.9	14.237	15.682	17.126	18.761	20.620	22.744	25.183	28.000	30.816
115.0	14.265	15.712	17.160	18.799	20.663	22.792	25.238	28.061	30.885
115.1	14.292	15.743	17.194	18.837	20.706	22.840	25.292	28.123	30.954
115.2	14.319	15.774	17.229	18.875	20.748	22.888	25.346	28.185	31.023
115.3	14.347	15.805	17.263	18.914	20.791	22.936	25.401	28.247	31.093
115.4	14.374	15.836	17.297	18.952	20.834	22.985	25.455	28.309	31.162
115.5	14.402	15.866	17.331	18.990	20.877	23.033	25.510	28.371	31.232
115.6	14.429	15.897	17.365	19.028	20.919	23.081	25.564	28.433	31.301
115.7	14.456	15.928	17.400	19.066	20.962	23.129	25.619	28.495	31.371
115.8	14.484	15.959	17.434	19.105	21.005	23.177	25.673	28.557	31.440
115.9	14.511	15.990	17.468	19.143	21.048	23.226	25.728	28.619	31.510
116.0	14.539	16.021	17.503	19.181	21.091	23.274	25.783	28.681	31.580
116.1	14.566	16.052	17.537	19.220	21.134	23.322	25.837	28.744	31.650
116.2	14.594	16.082	17.571	19.258	21.177	23.371	25.892	28.806	31.720
116.3	14.621	16.113	17.606	19.296	21.220	23.419	25.947	28.868	31.790
116.4	14.648	16.144	17.640	19.335	21.263	23.468	26.002	28.931	31.860
116.5	14.676	16.175	17.674	19.373	21.306	23.516	26.057	28.993	31.930
116.6	14.703	16.206	17.708	19.411	21.349	23.565	26.112	29.057	32.001
116.7	14.730	16.237	17.743	19.450	21.392	23.613	26.167	29.119	32.071
116.8	14.758	16.268	17.777	19.488	21.435	23.662	26.222	29.182	32.141
116.9	14.785	16.298	17.812	19.526	21.478	23.711	26.277	29.244	32.212
117.0	14.813	16.329	17.846	19.565	21.521	23.759	26.332	29.307	32.282
117.1	14.840	16.360	17.881	19.603	21.564	23.808	26.387	29.370	32.352
117.2	14.868	16.391	17.915	19.642	21.608	23.856	26.442	29.432	32.423
117.3	14.895	16.422	17.949	19.680	21.651	23.905	26.497	29.495	32.493
117.4	14.923	16.453	17.984	19.719	21.694	23.954	26.552	29.558	32.563
117.5	14.950	16.484	18.018	19.757	21.737	24.002	26.607	29.621	32.634
117.6	14.978	16.515	18.053	19.796	21.780	24.051	26.663	29.684	32.705
117.7	15.005	16.546	18.087	19.834	21.823	24.099	26.718	29.746	32.775
117.8	15.032	16.577	18.122	19.873	21.866	24.148	26.773	29.809	32.846
117.9	15.060	16.608	18.156	19.911	21.910	24.197	26.828	29.872	32.916
118.0	15.087	16.639	18.190	19.950	21.953	24.246	26.883	29.935	32.987
118.1	15.115	16.670	18.225	19.988	21.996	24.294	26.939	29.998	33.058
118.2	15.142	16.701	18.259	20.027	22.039	24.343	26.994	30.061	33.128
118.3	15.170	16.732	18.294	20.065	22.082	24.392	27.049	30.124	33.199
118.4	15.197	16.763	18.328	20.104	22.126	24.441	27.104	30.187	33.270
118.5	15.225	16.794	18.363	20.142	22.169	24.489	27.160	30.250	33.341
118.6	15.252	16.825	18.397	20.181	22.212	24.538	27.215	30.313	33.412
118.7	15.279	16.855	18.432	20.219	22.255	24.587	27.270	30.376	33.482
118.8	15.306	16.886	18.466	20.257	22.299	24.636	27.326	30.440	33.555
118.9	15.334	16.917	18.500	20.296	22.342	24.685	27.382	30.504	33.626
119.0	15.361	16.948	18.534	20.334	22.385	24.734	27.437	30.567	33.697
119.1	15.388	16.979	18.569	20.373	22.428	24.782	27.492	30.630	33.768
119.2	15.416	17.010	18.603	20.411	22.472	24.831	27.548	30.693	33.839
119.3	15.443	17.040	18.638	20.450	22.515	24.880	27.603	30.756	33.910
119.4	15.471	17.071	18.672	20.488	22.558	24.929	27.658	30.820	33.981
119.5	15.498	17.102	18.706	20.527	22.601	24.977	27.714	30.883	34.052
119.6	15.525	17.133	18.741	20.565	22.644	25.026	27.769	30.946	34.123
119.7	15.553	17.164	18.775	20.604	22.688	25.075	27.825	31.009	34.194
119.8	15.580	17.195	18.810	20.642	22.731	25.124	27.880	31.073	34.265
119.9	15.607	17.226	18.844	20.680	22.774	25.173	27.935	31.136	34.336
120.0	15.634	17.256	18.878	20.719	22.817	25.222	27.991	31.199	34.407
