Height	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
99.4	11.044	11.998	12.952	14.011	15.191	16.510	17.988	19.650	21.313
99.5	11.062	12.018	12.974	14.036	15.219	16.540	18.022	19.688	21.355
99.6	11.080	12.038	12.997	14.061	15.246	16.571	18.056	19.727	21.399
99.7	11.099	12.059	13.019	14.086	15.274	16.602	18.091	19.766	21.441
99.8	11.117	12.079	13.042	14.111	15.302	16.633	18.126	19.805	21.485
99.9	11.136	12.100	13.065	14.136	15.330	16.664	18.160	19.844	21.528
100.0	11.154	12.120	13.087	14.161	15.358	16.695	18.195	19.883	21.571
100.1	11.172	12.141	13.110	14.186	15.386	16.726	18.230	19.922	21.614
100.2	11.191	12.162	13.133	14.211	15.414	16.758	18.265	19.962	21.658
100.3	11.209	12.182	13.155	14.237	15.442	16.789	18.300	20.002	21.703
100.4	11.228	12.203	13.178	14.262	15.470	16.821	18.335	20.041	21.746
100.5	11.246	12.224	13.201	14.288	15.498	16.852	18.371	20.081	21.791
100.6	11.265	12.244	13.224	14.313	15.527	16.884	18.406	20.121	21.835
100.7	11.283	12.265	13.247	14.339	15.555	16.916	18.442	20.161	21.880
100.8	11.302	12.286	13.270	14.364	15.584	16.948	18.478	20.201	21.925
100.9	11.320	12.307	13.293	14.390	15.612	16.980	18.514	20.242	21.970
101.0	11.339	12.328	13.317	14.416	15.641	17.012	18.550	20.282	22.015
101.1	11.358	12.349	13.340	14.442	15.670	17.044	18.586	20.322	22.059
101.2	11.376	12.370	13.363	14.467	15.699	17.076	18.622	20.364	22.105
101.3	11.395	12.391	13.386	14.493	15.728	17.108	18.658	20.404	22.150
101.4	11.414	12.412	13.410	14.519	15.757	17.141	18.695	20.445	22.196
101.5	11.433	12.433	13.433	14.545	15.786	17.173	18.731	20.487	22.242
101.6	11.452	12.454	13.457	14.572	15.815	17.206	18.768	20.528	22.288
101.7	11.471	12.476	13.480	14.598	15.844	17.239	18.804	20.569	22.333
101.8	11.490	12.497	13.504	14.624	15.873	17.271	18.841	20.610	22.379
101.9	11.509	12.518	13.528	14.650	15.903	17.304	18.878	20.652	22.426
102.0	11.528	12.539	13.551	14.676	15.932	17.337	18.915	20.694	22.473
102.1	11.547	12.561	13.575	14.703	15.962	17.370	18.952	20.736	22.519
102.2	11.566	12.582	13.599	14.729	15.991	17.403	18.989	20.778	22.566
102.3	11.585	12.604	13.623	14.756	16.021	17.436	19.027	20.819	22.612
102.4	11.604	12.625	13.646	14.782	16.050	17.470	19.064	20.862	22.660
102.5	11.623	12.647	13.670	14.809	16.080	17.503	19.102	20.904	22.707
102.6	11.643	12.669	13.694	14.836	16.110	17.536	19.139	20.947	22.754
102.7	11.662	12.690	13.718	14.863	16.140	17.570	19.177	20.990	22.802
102.8	11.681	12.712	13.742	14.889	16.170	17.603	19.215	21.032	22.849
102.9	11.700	12.733	13.766	14.916	16.200	17.637	19.253	21.075	22.897
103.0	11.720	12.755	13.791	14.943	16.230	17.671	19.291	21.118	22.945
103.1	11.739	12.777	13.815	14.970	16.260	17.705	19.329	21.160	22.992
103.2	11.758	12.799	13.839	14.997	16.290	17.739	19.367	21.204	23.041
103.3	11.778	12.821	13.863	15.024	16.320	17.772	19.405	21.247	23.089
103.4	11.797	12.842	13.888	15.051	16.351	17.807	19.444	21.291	23.138
103.5	11.817	12.865	13.912	15.079	16.381	17.841	19.482	21.334	23.186
103.6	11.836	12.886	13.937	15.106	16.412	17.875	19.521	21.378	23.235
103.7	11.856	12.909	13.961	15.133	16.442	17.909	19.559	21.421	23.283
103.8	11.875	12.930	13.985	15.160	16.473	17.944	19.598	21.465	23.332
103.9	11.895	12.952	14.010	15.188	16.504	17.978	19.637	21.509	23.382
104.0	11.915	12.975	14.035	15.215	16.534	18.013	19.675	21.553	23.430
104.1	11.934	12.997	14.059	15.243	16.565	18.047	19.715	21.597	23.480
104.2	11.954	13.019	14.084	15.270	16.596	18.082	19.753	21.641	23.529
104.3	11.974	13.041	14.109	15.298	16.627	18.117	19.793	21.686	23.578
104.4	11.994	13.064	14.134	15.326	16.658	18.151	19.832	21.730	23.628
104.5	12.013	13.086	14.159	15.353	16.689	18.186	19.871	21.775	23.678
104.6	12.033	13.108	14.183	15.381	16.720	18.221	19.911	21.820	23.728
104.7	12.053	13.131	14.209	15.409	16.751	18.256	19.950	21.864	23.777
104.8	12.073	13.153	14.233	15.437	16.783	18.292	19.990	21.909	23.828
104.9	12.093	13.176	14.258	15.465	16.814	18.327	20.030	21.954	23.878
105.0	12.113	13.198	14.283	15.493	16.845	18.362	20.070	22.000	23.929
105.1	12.133	13.221	14.309	15.521	16.877	18.398	20.110	22.044	23.979
105.2	12.153	13.243	14.334	15.549	16.908	18.433	20.150	22.090	24.030
105.3	12.173	13.266	14.359	15.578	16.940	18.469	20.190	22.136	24.081
105.4	12.193	13.289	14.384	15.606	16.972	18.505	20.231	22.182	24.133
105.5	12.214	13.312	14.410	15.634	17.004	18.540	20.271	22.227	24.183
105.6	12.234	13.335	14.435	15.663	17.036	18.576	20.311	22.273	24.235
105.7	12.254	13.357	14.461	15.691	17.067	18.612	20.352	22.319	24.286
105.8	12.274	13.380	14.486	15.720	17.100	18.648	20.393	22.365	24.338
105.9	12.294	13.403	14.512	15.748	17.132	18.684	20.434	22.412	24.390
106.0	12.315	13.426	14.537	15.777	17.164	18.721	20.475	22.458	24.442
106.1	12.335	13.449	14.563	15.806	17.196	18.757	20.516	22.505	24.494
106.2	12.356	13.473	14.589	15.835	17.228	18.793	20.556	22.551	24.546
106.3	12.376	13.496	14.615	15.863	17.261	18.830	20.598	22.598	24.598
106.4	12.397	13.519	14.641	15.892	17.293	18.866	20.639	22.645	24.651
106.5	12.417	13.542	14.667	15.921	17.326	18.903	20.680	22.692	24.703
106.6	12.438	13.565	14.692	15.950	17.358	18.939	20.722	22.739	24.756
106.7	12.458	13.588	14.718	15.979	17.391	18.976	20.764	22.786	24.809
106.8	12.479	13.611	14.744	16.008	17.424	19.014	20.806	22.835	24.863
106.9	12.499	13.635	14.770	16.038	17.456	19.050	20.848	22.882	24.917
107.0	12.520	13.658	14.797	16.067	17.489	19.088	20.890	22.930	24.970
107.1	12.541	13.682	14.823	16.096	17.522	19.125	20.932	22.978	25.023
107.2	12.562	13.705	14.849	16.126	17.555	19.162	20.974	23.025	25.077
107.3	12.582	13.729	14.875	16.155	17.588	19.199	21.016	23.073	25.131
107.4	12.603	13.753	14.902	16.185	17.622	19.237	21.059	23.122	25.185
107.5	12.624	13.776	14.928	16.214	17.655	19.274	21.101	23.170	25.239
107.6	12.645	13.800	14.954	16.244	17.688	19.312	21.144	23.219	25.294
107.7	12.666	13.823	14.981	16.274	17.722	19.350	21.187	23.268	25.348
107.8	12.687	13.847	15.008	16.303	17.755	19.388	21.229	23.316	25.403
107.9	12.708	13.871	15.034	16.333	17.789	19.425	21.272	23.365	25.457
108.0	12.729	13.895	15.061	16.363	17.823	19.464	21.316	23.415	25.513
108.1	12.750	13.919	15.088	16.393	17.856	19.502	21.359	23.464	25.568
108.2	12.771	13.943	15.115	16.423	17.890	19.540	21.402	23.513	25.623
108.3	12.793	13.967	15.142	16.454	17.924	19.578	21.446	23.562	25.678
108.4	12.814	13.991	15.168	16.484	17.958	19.617	21.490	23.612	25.735
108.5	12.835	14.015	15.195	16.514	17.992	19.655	21.533	23.662	25.791
108.6	12.857	14.040	15.223	16.545	18.027	19.694	21.577	23.712	25.846
108.7	12.878	14.064	15.250	16.575	18.061	19.733	21.621	23.762	25.903
108.8	12.899	14.088	15.277	16.606	18.095	19.772	21.665	23.812	25.959
108.9	12.920	14.112	15.304	16.636	18.130	19.811	21.710	23.863	26.017
109.0	12.942	14.137	15.332	16.667	18.164	19.850	21.754	23.913	26.073
109.1	12.964	14.162	15.359	16.698	18.199	19.889	21.798	23.964	26.129
109.2	12.985	14.186	15.386	16.729	18.234	19.929	21.843	24.015	26.187
109.3	13.007	14.211	15.414	16.760	18.269	19.968	21.888	24.066	26.244
109.4	13.029	14.235	15.442	16.791	18.304	20.008	21.933	24.118	26.302
109.5	13.051	14.260	15.470	16.822	18.339	20.047	21.978	24.169	26.360
109.6	13.073	14.285	15.497	16.853	18.374	20.087	22.023	24.220	26.417
109.7	13.094	14.310	15.525	16.884	18.409	20.127	22.068	24.272	26.475
109.8	13.117	14.335	15.553	16.916	18.445	20.167	22.114	24.323	26.533
109.9	13.138	14.360	15.581	16.947	18.480	20.207	22.159	24.376	26.592
110.0	13.161	14.385	15.609	16.979	18.516	20.247	22.205	24.428	26.650
110.1	13.183	14.410	15.637	17.010	18.551	20.287	22.250	24.479	26.708
110.2	13.205	14.435	15.666	17.042	18.587	20.328	22.297	24.532	26.768
110.3	13.227	14.461	15.694	17.074	18.623	20.368	22.342	24.584	26.826
110.4	13.249	14.486	15.722	17.106	18.659	20.409	22.389	24.637	26.886
110.5	13.272	14.511	15.751	17.138	18.695	20.450	22.435	24.690	26.945
110.6	13.294	14.537	15.779	17.170	18.731	20.490	22.481	24.742	27.004
110.7	13.317	14.562	15.808	17.202	18.767	20.531	22.528	24.796	27.064
110.8	13.339	14.588	15.836	17.234	18.803	20.572	22.574	24.849	27.123
110.9	13.362	14.613	15.865	17.266	18.840	20.614	22.621	24.902	27.184
111.0	13.384	14.639	15.894	17.298	18.876	20.655	22.668	24.955	27.243
111.1	13.407	14.664	15.922	17.330	18.912	20.696	22.715	25.009	27.304
111.2	13.430	14.690	15.951	17.363	18.949	20.737	22.762	25.063	27.364
111.3	13.452	14.716	15.980	17.395	18.986	20.779	22.809	25.116	27.424
111.4	13.475	14.742	16.009	17.428	19.022	20.820	22.856	25.170	27.485
111.5	13.498	14.768	16.038	17.461	19.059	20.862	22.903	25.224	27.545
111.6	13.520	14.794	16.067	17.493	19.096	20.904	22.951	25.279	27.607
111.7	13.543	14.820	16.096	17.526	19.133	20.945	22.998	25.333	27.667
111.8	13.567	14.846	16.126	17.559	19.170	20.987	23.046	25.387	27.728
111.9	13.589	14.872	16.155	17.591	19.207	21.029	23.094	25.442	27.790
112.0	13.612	14.898	16.184	17.624	19.244	21.071	23.141	25.496	27.851
112.1	13.636	14.924	16.213	17.657	19.281	21.113	23.189	25.550	27.912
112.2	13.658	14.950	16.243	17.690	19.318	21.156	23.237	25.606	27.974
112.3	13.682	14.977	16.272	17.724	19.356	21.198	23.285	25.660	28.035
112.4	13.705	15.003	16.302	17.757	19.393	21.240	23.333	25.715	28.097
112.5	13.728	15.029	16.331	17.790	19.430	21.282	23.381	25.770	28.159
112.6	13.751	15.056	16.361	17.823	19.468	21.325	23.430	25.825	28.221
112.7	13.775	15.083	16.390	17.856	19.506	21.367	23.478	25.880	28.283
112.8	13.798	15.109	16.420	17.890	19.543	21.410	23.527	25.936	28.346
112.9	13.821	15.135	16.450	17.923	19.581	21.453	23.575	25.991	28.407
113.0	13.845	15.162	16.479	17.957	19.618	21.495	23.623	26.047	28.470
113.1	13.868	15.189	16.509	17.990	19.656	21.538	23.672	26.102	28.532
113.2	13.891	15.215	16.539	18.024	19.694	21.581	23.721	26.158	28.595
113.3	13.915	15.242	16.569	18.057	19.732	21.624	23.770	26.214	28.658
113.4	13.938	15.269	16.599	18.091	19.770	21.667	23.819	26.269	28.720
113.5	13.962	15.296	16.629	18.125	19.808	21.710	23.868	26.325	28.783
113.6	13.985	15.322	16.659	18.158	19.846	21.753	23.917	26.382	28.847
113.7	14.009	15.349	16.689	18.192	19.884	21.796	23.966	26.438	28.910
113.8	14.033	15.376	16.719	18.226	19.922	21.840	24.015	26.494	28.973
113.9	14.056	15.403	16.749	18.260	19.961	21.883	24.064	26.550	29.036
114.0	14.080	15.429	16.779	18.294	19.999	21.927	24.114	26.607	29.100
114.1	14.103	15.456	16.809	18.328	20.037	21.970	24.163	26.663	29.164
114.2	14.127	15.484	16.840	18.362	20.076	22.013	24.213	26.720	29.227
114.3	14.151	15.511	16.870	18.396	20.114	22.057	24.262	26.776	29.291
114.4	14.175	15.537	16.900	18.430	20.153	22.101	24.312	26.834	29.356
114.5	14.198	15.565	16.931	18.464	20.191	22.144	24.362	26.891	29.419
114.6	14.222	15.592	16.961	18.498	20.230	22.188	24.412	26.947	29.483
114.7	14.246	15.619	16.991	18.532	20.268	22.232	24.461	27.004	29.547
114.8	14.270	15.646	17.022	18.567	20.307	22.276	24.511	27.061	29.611
114.9	14.294	15.673	17.052	18.601	20.346	22.320	24.562	27.119	29.676
115.0	14.318	15.700	17.083	18.635	20.385	22.364	24.612	27.176	29.741
115.1	14.342	15.727	17.113	18.669	20.423	22.407	24.661	27.233	29.805
115.2	14.366	15.755	17.144	18.704	20.462	22.452	24.712	27.290	29.869
115.3	14.390	15.782	17.175	18.738	20.501	22.495	24.762	27.348	29.934
115.4	14.414	15.810	17.205	18.773	20.540	22.540	24.812	27.405	29.998
115.5	14.437	15.836	17.236	18.807	20.579	22.584	24.863	27.463	30.064
115.6	14.461	15.864	17.266	18.842	20.618	22.628	24.913	27.521	30.129
115.7	14.486	15.891	17.297	18.876	20.657	22.672	24.963	27.578	30.194
115.8	14.510	15.919	17.328	18.911	20.696	22.717	25.014	27.636	30.259
115.9	14.534	15.946	17.359	18.945	20.735	22.761	25.064	27.694	30.324
116.0	14.558	15.974	17.389	18.980	20.774	22.805	25.115	27.752	30.389
116.1	14.582	16.001	17.420	19.015	20.813	22.850	25.165	27.809	30.454
116.2	14.606	16.028	17.451	19.049	20.852	22.894	25.216	27.868	30.520
116.3	14.630	16.056	17.481	19.084	20.892	22.939	25.267	27.926	30.585
116.4	14.654	16.083	17.512	19.119	20.931	22.983	25.317	27.984	30.651
116.5	14.678	16.111	17.543	19.153	20.970	23.028	25.368	28.042	30.716
116.6	14.702	16.138	17.574	19.188	21.009	23.072	25.419	28.100	30.782
116.7	14.726	16.166	17.605	19.223	21.049	23.117	25.470	28.158	30.847
116.8	14.750	16.193	17.635	19.257	21.088	23.162	25.521	28.218	30.914
116.9	14.774	16.220	17.666	19.292	21.127	23.206	25.572	28.276	30.980
117.0	14.798	16.248	17.697	19.327	21.167	23.251	25.623	28.334	31.045
117.1	14.823	16.275	17.728	19.362	21.206	23.296	25.674	28.392	31.111
117.2	14.847	16.303	17.759	19.397	21.245	23.340	25.725	28.451	31.177
117.3	14.871	16.330	17.790	19.431	21.285	23.385	25.776	28.509	31.243
117.4	14.895	16.358	17.821	19.466	21.324	23.430	25.827	28.568	31.309
117.5	14.919	16.385	17.852	19.501	21.364	23.475	25.879	28.627	31.376
117.6	14.943	16.413	17.883	19.536	21.403	23.520	25.930	28.686	31.442
117.7	14.967	16.440	17.913	19.571	21.443	23.565	25.981	28.745	31.508
117.8	14.991	16.468	17.944	19.606	21.482	23.609	26.032	28.803	31.575
117.9	15.016	16.495	17.975	19.641	21.522	23.654	26.083	28.862	31.641
118.0	15.040	16.523	18.006	19.676	21.561	23.699	26.135	28.921	31.707
118.1	15.063	16.550	18.037	19.710	21.601	23.744	26.186	28.981	31.775
118.2	15.087	16.578	18.068	19.745	21.640	23.789	26.238	29.039	31.841
118.3	15.112	16.605	18.099	19.780	21.680	23.834	26.289	29.098	31.908
118.4	15.136	16.633	18.130	19.815	21.719	23.879	26.340	29.157	31.974
118.5	15.160	16.660	18.161	19.850	21.759	23.924	26.392	29.216	32.041
118.6	15.184	16.688	18.192	19.885	21.798	23.970	26.444	29.276	32.109
118.7	15.208	16.715	18.223	19.920	21.838	24.015	26.495	29.335	32.175
118.8	15.232	16.743	18.254	19.955	21.878	24.060	26.547	29.394	32.242
118.9	15.256	16.770	18.285	19.990	21.917	24.105	26.598	29.453	32.309
119.0	15.280	16.798	18.316	20.025	21.957	24.150	26.650	29.512	32.375
119.1	15.304	16.825	18.347	20.060	21.996	24.195	26.701	29.572	32.442
119.2	15.328	16.852	18.377	20.094	22.036	24.240	26.753	29.632	32.510
119.3	15.352	16.880	18.408	20.129	22.076	24.285	26.805	29.691	32.577
119.4	15.376	16.908	18.439	20.164	22.115	24.330	26.856	29.750	32.644
119.5	15.400	16.935	18.470	20.199	22.155	24.375	26.908	29.810	32.711
119.6	15.424	16.963	18.501	20.234	22.194	24.421	26.959	29.869	32.778
119.7	15.448	16.990	18.532	20.269	22.234	24.466	27.012	29.929	32.846
119.8	15.472	17.017	18.563	20.304	22.274	24.511	27.063	29.988	32.914
119.9	15.496	17.045	18.593	20.339	22.313	24.556	27.115	30.048	32.981
120.0	15.520	17.072	18.624	20.374	22.353	24.601	27.167	30.107	33.048
