Length	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
79.4	7.058	7.722	8.385	9.130	9.970	10.920	12.000	13.234	14.468
79.5	7.073	7.737	8.402	9.148	9.989	10.941	12.023	13.260	14.496
79.6	7.087	7.753	8.419	9.166	10.009	10.963	12.047	13.285	14.524
79.7	7.102	7.769	8.436	9.185	10.029	10.984	12.070	13.311	14.551
79.8	7.116	7.784	8.453	9.203	10.049	11.006	12.094	13.337	14.580
79.9	7.131	7.800	8.470	9.222	10.069	11.028	12.118	13.363	14.608
80.0	7.145	7.816	8.487	9.240	10.089	11.050	12.142	13.389	14.637
80.1	7.160	7.832	8.504	9.259	10.109	11.072	12.166	13.416	14.666
80.2	7.175	7.848	8.522	9.278	10.130	11.094	12.190	13.442	14.694
80.3	7.189	7.864	8.539	9.297	10.150	11.116	12.215	13.469	14.723
80.4	7.204	7.880	8.556	9.315	10.171	11.139	12.239	13.496	14.752
80.5	7.219	7.897	8.574	9.335	10.192	11.161	12.264	13.523	14.782
80.6	7.234	7.913	8.592	9.354	10.212	11.184	12.289	13.550	14.811
80.7	7.249	7.929	8.609	9.373	10.233	11.207	12.313	13.577	14.841
80.8	7.265	7.946	8.627	9.392	10.254	11.230	12.338	13.604	14.870
80.9	7.280	7.963	8.645	9.412	10.275	11.253	12.363	13.632	14.900
81.0	7.295	7.979	8.663	9.431	10.296	11.276	12.388	13.659	14.930
81.1	7.311	7.996	8.681	9.451	10.318	11.299	12.414	13.687	14.960
81.2	7.326	8.013	8.700	9.471	10.339	11.322	12.439	13.715	14.991
81.3	7.342	8.030	8.718	9.490	10.361	11.346	12.465	13.743	15.021
81.4	7.357	8.047	8.736	9.510	10.382	11.369	12.491	13.771	15.052
81.5	7.373	8.064	8.755	9.530	10.404	11.393	12.517	13.800	15.083
81.6	7.388	8.081	8.773	9.550	10.426	11.417	12.542	13.828	15.113
81.7	7.404	8.098	8.792	9.570	10.448	11.440	12.569	13.857	15.145
81.8	7.420	8.115	8.810	9.591	10.470	11.464	12.595	13.885	15.176
81.9	7.436	8.133	8.829	9.611	10.492	11.488	12.621	13.914	15.207
82.0	7.452	8.150	8.848	9.631	10.514	11.513	12.647	13.943	15.239
82.1	7.468	8.167	8.867	9.652	10.536	11.537	12.674	13.972	15.270
82.2	7.484	8.185	8.886	9.672	10.559	11.561	12.701	14.001	15.302
82.3	7.500	8.203	8.905	9.693	10.581	11.586	12.727	14.031	15.334
82.4	7.516	8.220	8.924	9.714	10.604	11.611	12.755	14.061	15.367
82.5	7.533	8.238	8.943	9.735	10.626	11.635	12.781	14.090	15.399
82.6	7.549	8.256	8.962	9.756	10.649	11.660	12.809	14.120	15.431
82.7	7.566	8.274	8.982	9.777	10.672	11.685	12.836	14.150	15.463
82.8	7.582	8.292	9.001	9.798	10.695	11.710	12.863	14.180	15.496
82.9	7.599	8.310	9.021	9.819	10.718	11.735	12.890	14.210	15.529
83.0	7.615	8.328	9.040	9.840	10.741	11.760	12.918	14.240	15.562
83.1	7.632	8.346	9.060	9.861	10.764	11.785	12.946	14.270	15.595
83.2	7.649	8.364	9.080	9.883	10.787	11.811	12.974	14.301	15.628
83.3	7.666	8.383	9.100	9.904	10.811	11.836	13.001	14.331	15.661
83.4	7.682	8.401	9.119	9.926	10.834	11.862	13.030	14.363	15.695
83.5	7.699	8.419	9.139	9.947	10.858	11.888	13.058	14.393	15.729
83.6	7.716	8.438	9.159	9.969	10.881	11.913	13.086	14.424	15.762
83.7	7.733	8.456	9.179	9.991	10.905	11.939	13.114	14.455	15.797
83.8	7.750	8.475	9.199	10.013	10.929	11.965	13.143	14.486	15.830
83.9	7.767	8.493	9.220	10.035	10.953	11.991	13.171	14.518	15.864
84.0	7.784	8.512	9.240	10.057	10.977	12.017	13.200	14.549	15.899
84.1	7.802	8.531	9.260	10.079	11.001	12.044	13.228	14.581	15.933
84.2	7.819	8.550	9.281	10.101	11.025	12.070	13.257	14.613	15.968
84.3	7.836	8.569	9.301	10.123	11.049	12.096	13.286	14.644	16.002
84.4	7.853	8.587	9.321	10.145	11.073	12.123	13.315	14.676	16.037
84.5	7.871	8.606	9.342	10.167	11.097	12.149	13.344	14.708	16.072
84.6	7.888	8.625	9.363	10.190	11.122	12.176	13.373	14.740	16.107
84.7	7.906	8.644	9.383	10.212	11.146	12.203	13.402	14.772	16.142
84.8	7.923	8.663	9.404	10.235	11.171	12.229	13.432	14.805	16.177
84.9	7.940	8.682	9.425	10.257	11.195	12.256	13.461	14.837	16.213
85.0	7.958	8.702	9.445	10.280	11.220	12.283	13.491	14.869	16.248
85.1	7.976	8.721	9.466	10.302	11.244	12.310	13.520	14.902	16.283
85.2	7.993	8.740	9.487	10.325	11.269	12.337	13.550	14.934	16.318
85.3	8.011	8.760	9.508	10.348	11.294	12.364	13.580	14.967	16.354
85.4	8.029	8.779	9.529	10.371	11.319	12.391	13.609	15.000	16.390
85.5	8.046	8.798	9.550	10.393	11.344	12.418	13.639	15.033	16.426
85.6	8.064	8.818	9.571	10.416	11.368	12.445	13.669	15.065	16.461
85.7	8.082	8.837	9.592	10.439	11.393	12.473	13.699	15.098	16.497
85.8	8.100	8.856	9.613	10.462	11.418	12.500	13.729	15.131	16.534
85.9	8.117	8.876	9.634	10.485	11.443	12.527	13.759	15.164	16.570
86.0	8.135	8.895	9.655	10.508	11.468	12.555	13.789	15.197	16.605
86.1	8.153	8.915	9.676	10.531	11.494	12.582	13.819	15.230	16.642
86.2	8.171	8.934	9.697	10.554	11.519	12.610	13.849	15.264	16.678
86.3	8.189	8.954	9.719	10.577	11.544	12.637	13.879	15.297	16.714
86.4	8.207	8.973	9.740	10.600	11.569	12.665	13.910	15.330	16.751
86.5	8.225	8.993	9.761	10.623	11.594	12.692	13.940	15.363	16.787
86.6	8.242	9.012	9.782	10.646	11.619	12.720	13.970	15.397	16.824
86.7	8.260	9.032	9.803	10.669	11.644	12.747	14.000	15.430	16.860
86.8	8.278	9.051	9.825	10.692	11.670	12.775	14.031	15.464	16.897
86.9	8.296	9.071	9.846	10.715	11.695	12.803	14.061	15.497	16.933
87.0	8.314	9.091	9.867	10.739	11.720	12.830	14.091	15.531	16.970
87.1	8.332	9.110	9.888	10.762	11.745	12.858	14.122	15.564	17.006
87.2	8.350	9.130	9.910	10.785	11.770	12.885	14.152	15.597	17.043
87.3	8.368	9.149	9.931	10.808	11.796	12.913	14.182	15.631	17.079
87.4	8.386	9.169	9.952	10.831	11.821	12.941	14.213	15.664	17.116
87.5	8.403	9.188	9.973	10.854	11.846	12.968	14.243	15.698	17.152
87.6	8.421	9.208	9.994	10.877	11.871	12.996	14.273	15.731	17.189
87.7	8.439	9.227	10.015	10.900	11.896	13.024	14.304	15.765	17.226
87.8	8.457	9.247	10.037	10.923	11.922	13.051	14.334	15.798	17.262
87.9	8.475	9.266	10.058	10.946	11.947	13.079	14.364	15.832	17.299
88.0	8.492	9.286	10.079	10.969	11.972	13.106	14.395	15.865	17.335
88.1	8.510	9.305	10.100	10.992	11.997	13.134	14.425	15.899	17.372
88.2	8.528	9.324	10.121	11.015	12.022	13.161	14.455	15.932	17.409
88.3	8.546	9.344	10.142	11.038	12.047	13.189	14.485	15.965	17.445
88.4	8.563	9.363	10.163	11.061	12.072	13.216	14.516	15.999	17.482
88.5	8.581	9.383	10.184	11.084	12.098	13.244	14.546	16.032	17.519
88.6	8.599	9.402	10.205	11.107	12.123	13.271	14.576	16.066	17.555
88.7	8.616	9.421	10.226	11.130	12.148	13.299	14.607	16.099	17.592
88.8	8.634	9.441	10.247	11.153	12.173	13.326	14.637	16.133	17.628
88.9	8.651	9.460	10.268	11.176	12.198	13.354	14.667	16.166	17.665
89.0	8.669	9.479	10.289	11.199	12.223	13.381	14.697	16.200	17.702
89.1	8.686	9.498	10.310	11.221	12.248	13.409	14.728	16.233	17.739
89.2	8.704	9.518	10.331	11.244	12.273	13.436	14.758	16.266	17.775
89.3	8.722	9.537	10.352	11.267	12.298	13.464	14.788	16.300	17.812
89.4	8.739	9.556	10.373	11.290	12.323	13.491	14.818	16.333	17.848
89.5	8.757	9.575	10.394	11.313	12.348	13.518	14.848	16.367	17.885
89.6	8.774	9.595	10.415	11.336	12.373	13.546	14.879	16.400	17.921
89.7	8.792	9.614	10.436	11.358	12.398	13.573	14.909	16.433	17.958
89.8	8.809	9.633	10.457	11.381	12.422	13.600	14.939	16.466	17.994
89.9	8.827	9.652	10.477	11.404	12.447	13.628	14.969	16.500	18.031
90.0	8.844	9.671	10.498	11.427	12.472	13.655	14.999	16.533	18.068
90.1	8.862	9.690	10.519	11.449	12.497	13.682	15.029	16.566	18.103
90.2	8.879	9.709	10.540	11.472	12.522	13.710	15.059	16.600	18.140
90.3	8.896	9.728	10.561	11.495	12.547	13.737	15.090	16.633	18.177
90.4	8.913	9.747	10.581	11.517	12.572	13.765	15.120	16.667	18.214
90.5	8.931	9.767	10.602	11.540	12.596	13.792	15.150	16.700	18.250
90.6	8.948	9.786	10.623	11.563	12.621	13.819	15.180	16.733	18.287
90.7	8.966	9.805	10.644	11.585	12.646	13.846	15.210	16.767	18.323
90.8	8.983	9.824	10.664	11.608	12.671	13.874	15.240	16.800	18.360
90.9	9.000	9.843	10.685	11.631	12.696	13.901	15.270	16.833	18.396
91.0	9.018	9.862	10.706	11.653	12.720	13.928	15.300	16.866	18.433
91.1	9.035	9.881	10.726	11.676	12.745	13.955	15.330	16.900	18.469
91.2	9.052	9.900	10.747	11.698	12.770	13.983	15.360	16.933	18.506
91.3	9.069	9.918	10.768	11.721	12.795	14.010	15.390	16.967	18.543
91.4	9.087	9.937	10.788	11.743	12.820	14.037	15.421	17.000	18.580
91.5	9.104	9.956	10.809	11.766	12.844	14.064	15.451	17.033	18.616
91.6	9.121	9.975	10.830	11.789	12.869	14.092	15.481	17.067	18.653
91.7	9.138	9.994	10.850	11.811	12.894	14.119	15.511	17.100	18.690
91.8	9.155	10.013	10.871	11.834	12.919	14.146	15.541	17.134	18.726
91.9	9.173	10.032	10.892	11.856	12.943	14.173	15.571	17.167	18.763
92.0	9.190	10.051	10.912	11.879	12.968	14.201	15.601	17.200	18.800
92.1	9.207	10.070	10.933	11.901	12.993	14.228	15.631	17.234	18.836
92.2	9.224	10.089	10.953	11.924	13.018	14.255	15.662	17.267	18.873
92.3	9.241	10.108	10.974	11.947	13.042	14.282	15.692	17.301	18.910
92.4	9.259	10.127	10.995	11.969	13.067	14.310	15.722	17.334	18.947
92.5	9.276	10.146	11.015	11.992	13.092	14.337	15.752	17.368	18.983
92.6	9.293	10.164	11.036	12.014	13.117	14.364	15.782	17.402	19.021
92.7	9.310	10.183	11.056	12.037	13.142	14.392	15.813	17.435	19.058
92.8	9.327	10.202	11.077	12.059	13.166	14.419	15.843	17.469	19.094
92.9	9.344	10.221	11.098	12.082	13.191	14.446	15.873	17.502	19.131
93.0	9.361	10.240	11.118	12.104	13.216	14.473	15.903	17.535	19.168
93.1	9.378	10.258	11.139	12.127	13.241	14.501	15.934	17.569	19.205
93.2	9.396	10.277	11.159	12.149	13.265	14.528	15.964	17.603	19.242
93.3	9.413	10.296	11.180	12.172	13.290	14.556	15.994	17.636	19.279
93.4	9.430	10.315	11.201	12.195	13.315	14.583	16.025	17.671	19.317
93.5	9.447	10.334	11.221	12.217	13.340	14.610	16.055	17.704	19.354
93.6	9.464	10.353	11.242	12.240	13.365	14.638	16.085	17.738	19.391
93.7	9.481	10.372	11.262	12.262	13.390	14.665	16.116	17.772	19.428
93.8	9.498	10.391	11.283	12.285	13.414	14.693	16.146	17.806	19.465
93.9	9.515	10.409	11.304	12.308	13.439	14.720	16.177	17.840	19.503
94.0	9.532	10.428	11.324	12.330	13.464	14.748	16.207	17.873	19.540
94.1	9.550	10.447	11.345	12.353	13.489	14.775	16.237	17.907	19.577
94.2	9.567	10.466	11.366	12.376	13.514	14.803	16.268	17.942	19.615
94.3	9.584	10.485	11.386	12.398	13.539	14.830	16.298	17.975	19.652
94.4	9.601	10.504	11.407	12.421	13.564	14.858	16.329	18.010	19.690
94.5	9.618	10.523	11.428	12.444	13.589	14.886	16.360	18.044	19.727
94.6	9.635	10.542	11.448	12.467	13.614	14.913	16.390	18.078	19.765
94.7	9.652	10.561	11.469	12.489	13.639	14.941	16.421	18.112	19.804
94.8	9.670	10.580	11.490	12.512	13.664	14.969	16.452	18.146	19.841
94.9	9.687	10.599	11.511	12.535	13.690	14.997	16.483	18.181	19.879
95.0	9.704	10.618	11.532	12.558	13.715	15.024	16.513	18.215	19.916
95.1	9.721	10.637	11.552	12.581	13.740	15.052	16.545	18.250	19.955
95.2	9.738	10.656	11.573	12.603	13.765	15.080	16.576	18.284	19.993
95.3	9.756	10.675	11.594	12.626	13.790	15.108	16.606	18.318	20.030
95.4	9.773	10.694	11.615	12.649	13.816	15.136	16.637	18.353	20.069
95.5	9.790	10.713	11.636	12.672	13.841	15.164	16.669	18.388	20.107
95.6	9.807	10.732	11.657	12.695	13.866	15.192	16.700	18.423	20.146
95.7	9.825	10.751	11.678	12.718	13.891	15.220	16.731	18.457	20.184
95.8	9.842	10.770	11.699	12.741	13.917	15.248	16.762	18.492	20.222
95.9	9.859	10.789	11.719	12.764	13.942	15.276	16.793	18.527	20.261
96.0	9.877	10.809	11.740	12.787	13.968	15.304	16.825	18.562	20.300
96.1	9.894	10.828	11.761	12.810	13.993	15.333	16.856	18.597	20.338
96.2	9.912	10.847	11.783	12.833	14.019	15.361	16.887	18.632	20.376
96.3	9.929	10.866	11.804	12.857	14.044	15.389	16.919	18.667	20.415
96.4	9.946	10.885	11.825	12.880	14.070	15.417	16.950	18.702	20.454
96.5	9.964	10.905	11.846	12.903	14.095	15.446	16.982	18.737	20.493
96.6	9.981	10.924	11.867	12.926	14.121	15.474	17.013	18.773	20.532
96.7	9.998	10.943	11.888	12.949	14.147	15.502	17.045	18.808	20.571
96.8	10.016	10.963	11.909	12.973	14.172	15.531	17.077	18.844	20.611
96.9	10.033	10.982	11.930	12.996	14.198	15.560	17.109	18.879	20.650
97.0	10.051	11.001	11.952	13.019	14.224	15.588	17.140	18.915	20.689
97.1	10.068	11.021	11.973	13.043	14.250	15.617	17.172	18.950	20.729
97.2	10.086	11.040	11.994	13.066	14.276	15.646	17.204	18.986	20.768
97.3	10.103	11.059	12.015	13.090	14.302	15.674	17.236	19.022	20.808
97.4	10.121	11.079	12.037	13.113	14.328	15.703	17.268	19.058	20.847
97.5	10.139	11.099	12.058	13.137	14.354	15.732	17.300	19.094	20.887
97.6	10.156	11.118	12.080	13.161	14.380	15.761	17.333	19.130	20.927
97.7	10.174	11.137	12.101	13.184	14.406	15.790	17.365	19.166	20.967
97.8	10.191	11.157	12.123	13.208	14.432	15.819	17.398	19.203	21.007
97.9	10.209	11.177	12.144	13.232	14.458	15.848	17.430	19.239	21.048
98.0	10.227	11.197	12.166	13.256	14.485	15.878	17.463	19.275	21.088
98.1	10.245	11.216	12.188	13.279	14.511	15.907	17.495	19.312	21.128
98.2	10.262	11.236	12.209	13.303	14.538	15.936	17.528	19.349	21.169
98.3	10.280	11.256	12.231	13.327	14.564	15.966	17.561	19.385	21.210
98.4	10.298	11.276	12.253	13.351	14.591	15.995	17.594	19.422	21.250
98.5	10.316	11.295	12.275	13.375	14.617	16.025	17.627	19.459	21.292
98.6	10.334	11.315	12.297	13.400	14.644	16.055	17.660	19.496	21.333
98.7	10.352	11.336	12.319	13.424	14.671	16.084	17.693	19.533	21.374
98.8	10.370	11.355	12.341	13.448	14.698	16.114	17.727	19.571	21.416
98.9	10.388	11.376	12.363	13.472	14.725	16.144	17.760	19.608	21.457
99.0	10.407	11.396	12.385	13.497	14.752	16.174	17.793	19.646	21.498
99.1	10.425	11.416	12.407	13.521	14.779	16.204	17.827	19.684	21.540
99.2	10.443	11.436	12.429	13.546	14.806	16.235	17.861	19.721	21.582
99.3	10.461	11.456	12.452	13.570	14.833	16.265	17.895	19.760	21.624
99.4	10.480	11.477	12.474	13.595	14.861	16.295	17.929	19.797	21.666
99.5	10.498	11.497	12.496	13.620	14.888	16.326	17.963	19.836	21.709
99.6	10.516	11.518	12.519	13.645	14.916	16.356	17.997	19.874	21.751
99.7	10.535	11.538	12.542	13.670	14.943	16.387	18.031	19.913	21.794
99.8	10.554	11.559	12.564	13.695	14.971	16.418	18.066	19.951	21.837
99.9	10.572	11.579	12.587	13.720	14.999	16.449	18.100	19.990	21.880
100.0	10.591	11.600	12.610	13.745	15.027	16.480	18.135	20.028	21.922
100.1	10.609	11.621	12.633	13.770	15.055	16.511	18.170	20.068	21.966
100.2	10.628	11.642	12.655	13.796	15.083	16.542	18.205	20.107	22.010
100.3	10.647	11.663	12.679	13.821	15.111	16.573	18.239	20.146	22.053
100.4	10.666	11.684	12.702	13.846	15.139	16.605	18.275	20.186	22.097
100.5	10.684	11.705	12.725	13.872	15.168	16.637	18.310	20.226	22.141
100.6	10.704	11.726	12.748	13.898	15.196	16.668	18.345	20.265	22.185
100.7	10.723	11.747	12.771	13.924	15.225	16.700	18.381	20.305	22.229
100.8	10.742	11.768	12.795	13.949	15.253	16.732	18.417	20.345	22.274
100.9	10.761	11.790	12.818	13.975	15.282	16.764	18.452	20.385	22.318
101.0	10.780	11.811	12.842	14.001	15.311	16.796	18.488	20.426	22.363
101.1	10.799	11.832	12.865	14.027	15.340	16.828	18.524	20.466	22.408
101.2	10.818	11.854	12.889	14.053	15.369	16.861	18.561	20.507	22.453
101.3	10.838	11.875	12.913	14.080	15.398	16.893	18.597	20.548	22.499
101.4	10.858	11.897	12.937	14.106	15.427	16.926	18.633	20.588	22.544
101.5	10.877	11.919	12.960	14.133	15.456	16.958	18.670	20.630	22.589
101.6	10.896	11.940	12.984	14.159	15.486	16.991	18.706	20.671	22.635
101.7	10.916	11.962	13.008	14.186	15.515	17.024	18.743	20.712	22.682
101.8	10.936	11.984	13.033	14.212	15.545	17.057	18.780	20.754	22.728
101.9	10.955	12.006	13.057	14.239	15.575	17.090	18.817	20.796	22.774
102.0	10.975	12.028	13.081	14.266	15.605	17.123	18.855	20.838	22.821
102.1	10.995	12.050	13.105	14.293	15.634	17.157	18.892	20.880	22.868
102.2	11.015	12.072	13.130	14.320	15.665	17.190	18.930	20.922	22.915
102.3	11.035	12.095	13.155	14.347	15.695	17.224	18.967	20.964	22.961
102.4	11.055	12.117	13.179	14.374	15.725	17.258	19.005	21.006	23.008
102.5	11.075	12.140	13.204	14.402	15.755	17.291	19.043	21.049	23.055
102.6	11.096	12.162	13.229	14.429	15.786	17.325	19.081	21.092	23.103
102.7	11.115	12.184	13.253	14.457	15.816	17.360	19.119	21.136	23.152
102.8	11.136	12.207	13.278	14.484	15.847	17.394	19.157	21.179	23.200
102.9	11.156	12.230	13.303	14.512	15.878	17.428	19.196	21.222	23.248
103.0	11.177	12.253	13.329	14.540	15.909	17.463	19.235	21.265	23.296
103.1	11.197	12.275	13.354	14.568	15.940	17.497	19.273	21.309	23.344
103.2	11.218	12.298	13.379	14.596	15.971	17.532	19.312	21.352	23.393
103.3	11.238	12.321	13.404	14.624	16.002	17.567	19.351	21.396	23.442
103.4	11.259	12.344	13.430	14.652	16.033	17.601	19.390	21.440	23.491
103.5	11.280	12.367	13.455	14.680	16.064	17.636	19.429	21.484	23.539
103.6	11.301	12.391	13.481	14.708	16.096	17.671	19.469	21.529	23.589
103.7	11.321	12.414	13.506	14.737	16.128	17.707	19.508	21.574	23.639
103.8	11.342	12.437	13.532	14.765	16.159	17.742	19.548	21.618	23.689
103.9	11.363	12.460	13.558	14.794	16.191	17.778	19.588	21.663	23.738
104.0	11.384	12.484	13.584	14.822	16.223	17.813	19.628	21.708	23.788
104.1	11.405	12.507	13.610	14.851	16.255	17.849	19.668	21.754	23.839
104.2	11.426	12.531	13.636	14.880	16.287	17.885	19.708	21.799	23.889
104.3	11.447	12.555	13.662	14.909	16.319	17.921	19.748	21.844	23.940
104.4	11.469	12.578	13.688	14.938	16.351	17.957	19.789	21.889	23.990
104.5	11.490	12.602	13.714	14.967	16.384	17.993	19.829	21.935	24.042
104.6	11.511	12.626	13.741	14.996	16.416	18.029	19.870	21.981	24.092
104.7	11.533	12.650	13.767	15.026	16.449	18.066	19.911	22.027	24.143
104.8	11.554	12.674	13.793	15.055	16.481	18.102	19.952	22.074	24.196
104.9	11.576	12.698	13.820	15.084	16.514	18.139	19.993	22.120	24.247
105.0	11.597	12.722	13.847	15.114	16.547	18.175	20.034	22.166	24.298
105.1	11.619	12.746	13.873	15.143	16.580	18.212	20.076	22.213	24.351
105.2	11.641	12.770	13.900	15.173	16.613	18.249	20.117	22.260	24.403
105.3	11.663	12.795	13.927	15.203	16.646	18.286	20.158	22.306	24.454
105.4	11.684	12.819	13.954	15.233	16.680	18.323	20.200	22.354	24.508
105.5	11.706	12.844	13.981	15.263	16.713	18.361	20.242	22.401	24.560
105.6	11.728	12.868	14.008	15.293	16.746	18.398	20.284	22.449	24.613
105.7	11.750	12.893	14.035	15.323	16.780	18.436	20.326	22.496	24.666
105.8	11.772	12.917	14.063	15.353	16.814	18.474	20.369	22.544	24.720
105.9	11.794	12.942	14.090	15.384	16.848	18.511	20.411	22.592	24.773
106.0	11.816	12.967	14.117	15.414	16.881	18.549	20.454	22.641	24.827
106.1	11.839	12.992	14.145	15.445	16.915	18.587	20.497	22.688	24.880
106.2	11.861	13.017	14.173	15.475	16.950	18.626	20.540	22.737	24.935
106.3	11.884	13.042	14.200	15.506	16.984	18.664	20.583	22.786	24.988
106.4	11.906	13.067	14.228	15.537	17.018	18.702	20.626	22.835	25.043
106.5	11.929	13.092	14.256	15.568	17.053	18.741	20.669	22.883	25.097
106.6	11.951	13.117	14.284	15.599	17.087	18.780	20.713	22.933	25.153
106.7	11.974	13.143	14.312	15.630	17.122	18.818	20.756	22.982	25.207
106.8	11.997	13.168	14.340	15.661	17.157	18.858	20.800	23.032	25.263
106.9	12.019	13.194	14.368	15.693	17.192	18.897	20.845	23.082	25.319
107.0	12.042	13.220	14.397	15.724	17.227	18.936	20.888	23.131	25.374
107.1	12.065	13.245	14.425	15.756	17.262	18.975	20.933	23.181	25.430
107.2	12.089	13.271	14.454	15.787	17.297	19.015	20.977	23.231	25.485
107.3	12.111	13.297	14.482	15.819	17.333	19.054	21.022	23.282	25.542
107.4	12.135	13.323	14.511	15.851	17.368	19.094	21.067	23.333	25.599
107.5	12.158	13.349	14.540	15.883	17.404	19.134	21.111	23.383	25.654
107.6	12.181	13.375	14.569	15.915	17.440	19.174	21.157	23.434	25.712
107.7	12.204	13.401	14.598	15.947	17.476	19.214	21.202	23.485	25.769
107.8	12.228	13.427	14.627	15.979	17.512	19.254	21.247	23.536	25.825
107.9	12.252	13.454	14.656	16.012	17.548	19.295	21.292	23.588	25.883
108.0	12.275	13.480	14.685	16.044	17.584	19.336	21.338	23.640	25.941
108.1	12.299	13.507	14.715	16.077	17.620	19.376	21.384	23.691	25.998
108.2	12.323	13.533	14.744	16.110	17.657	19.417	21.430	23.743	26.057
108.3	12.346	13.560	14.773	16.142	17.693	19.458	21.476	23.796	26.115
108.4	12.370	13.586	14.803	16.175	17.730	19.499	21.523	23.848	26.174
108.5	12.394	13.614	14.833	16.208	17.767	19.540	21.569	23.900	26.232
108.6	12.418	13.640	14.863	16.241	17.804	19.582	21.615	23.953	26.291
108.7	12.442	13.667	14.892	16.275	17.841	19.623	21.662	24.006	26.350
108.8	12.466	13.694	14.922	16.308	17.878	19.665	21.709	24.059	26.409
108.9	12.491	13.722	14.953	16.341	17.915	19.707	21.756	24.112	26.468
109.0	12.515	13.749	14.983	16.375	17.953	19.749	21.803	24.166	26.528
109.1	12.540	13.776	15.013	16.408	17.990	19.791	21.851	24.219	26.588
109.2	12.564	13.803	15.043	16.442	18.028	19.833	21.898	24.273	26.648
109.3	12.588	13.831	15.073	16.476	18.065	19.875	21.946	24.327	26.709
109.4	12.613	13.859	15.104	16.510	18.103	19.918	21.993	24.381	26.768
109.5	12.638	13.886	15.135	16.544	18.141	19.960	22.041	24.435	26.829
109.6	12.662	13.914	15.165	16.578	18.179	20.003	22.089	24.489	26.890
109.7	12.687	13.942	15.196	16.612	18.217	20.046	22.138	24.544	26.951
109.8	12.712	13.969	15.227	16.646	18.256	20.088	22.186	24.599	27.012
109.9	12.737	13.998	15.258	16.681	18.294	20.131	22.234	24.653	27.072
110.0	12.762	14.025	15.289	16.715	18.332	20.174	22.283	24.708	27.134
