Length	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
79.4	7.484	8.140	8.795	9.524	10.338	11.248	12.269	13.421	14.572
79.5	7.497	8.154	8.811	9.541	10.356	11.267	12.291	13.445	14.598
79.6	7.511	8.169	8.826	9.558	10.374	11.287	12.313	13.468	14.623
79.7	7.524	8.183	8.842	9.575	10.392	11.307	12.334	13.491	14.648
79.8	7.538	8.198	8.858	9.592	10.411	11.327	12.355	13.514	14.674
79.9	7.551	8.213	8.874	9.609	10.429	11.347	12.377	13.538	14.699
80.0	7.565	8.227	8.890	9.626	10.448	11.367	12.399	13.561	14.724
80.1	7.579	8.242	8.906	9.643	10.466	11.387	12.420	13.585	14.750
80.2	7.593	8.257	8.922	9.660	10.484	11.407	12.442	13.608	14.774
80.3	7.606	8.272	8.938	9.678	10.503	11.427	12.464	13.632	14.800
80.4	7.620	8.287	8.954	9.695	10.522	11.447	12.485	13.655	14.826
80.5	7.634	8.302	8.970	9.712	10.540	11.467	12.507	13.679	14.851
80.6	7.648	8.317	8.986	9.730	10.559	11.487	12.529	13.703	14.876
80.7	7.662	8.332	9.002	9.747	10.578	11.508	12.551	13.726	14.902
80.8	7.676	8.348	9.019	9.765	10.597	11.528	12.573	13.750	14.928
80.9	7.691	8.363	9.035	9.783	10.616	11.549	12.595	13.774	14.953
81.0	7.705	8.379	9.052	9.800	10.635	11.569	12.617	13.798	14.979
81.1	7.720	8.394	9.069	9.818	10.654	11.590	12.640	13.822	15.005
81.2	7.734	8.410	9.085	9.836	10.674	11.611	12.662	13.847	15.031
81.3	7.749	8.425	9.102	9.854	10.693	11.631	12.685	13.871	15.057
81.4	7.763	8.441	9.119	9.872	10.713	11.652	12.707	13.895	15.084
81.5	7.778	8.457	9.136	9.891	10.732	11.673	12.730	13.920	15.110
81.6	7.793	8.473	9.153	9.909	10.752	11.695	12.753	13.945	15.136
81.7	7.808	8.489	9.171	9.928	10.772	11.716	12.776	13.969	15.162
81.8	7.823	8.506	9.188	9.946	10.792	11.737	12.799	13.994	15.189
81.9	7.839	8.522	9.205	9.965	10.812	11.759	12.822	14.019	15.216
82.0	7.854	8.538	9.223	9.984	10.832	11.781	12.845	14.044	15.243
82.1	7.869	8.555	9.241	10.003	10.852	11.803	12.869	14.069	15.270
82.2	7.885	8.572	9.258	10.022	10.873	11.824	12.892	14.095	15.297
82.3	7.901	8.589	9.277	10.041	10.893	11.847	12.916	14.120	15.324
82.4	7.916	8.606	9.295	10.060	10.914	11.869	12.940	14.146	15.352
82.5	7.932	8.623	9.313	10.080	10.935	11.891	12.964	14.172	15.380
82.6	7.948	8.640	9.331	10.099	10.956	11.914	12.988	14.198	15.408
82.7	7.965	8.657	9.350	10.119	10.977	11.936	13.013	14.224	15.436
82.8	7.981	8.675	9.368	10.139	10.998	11.959	13.037	14.250	15.464
82.9	7.997	8.692	9.387	10.159	11.020	11.982	13.061	14.277	15.492
83.0	8.014	8.710	9.406	10.179	11.042	12.005	13.086	14.303	15.520
83.1	8.030	8.728	9.425	10.200	11.063	12.029	13.111	14.330	15.549
83.2	8.047	8.746	9.444	10.220	11.085	12.052	13.137	14.357	15.578
83.3	8.064	8.764	9.463	10.241	11.107	12.076	13.162	14.384	15.607
83.4	8.081	8.782	9.483	10.262	11.129	12.099	13.187	14.412	15.636
83.5	8.098	8.800	9.503	10.282	11.152	12.123	13.213	14.439	15.665
83.6	8.116	8.819	9.522	10.303	11.174	12.147	13.238	14.466	15.694
83.7	8.133	8.837	9.542	10.325	11.197	12.171	13.264	14.494	15.724
83.8	8.150	8.856	9.562	10.346	11.219	12.196	13.290	14.522	15.754
83.9	8.168	8.875	9.582	10.367	11.242	12.220	13.316	14.550	15.784
84.0	8.186	8.894	9.602	10.389	11.265	12.244	13.342	14.578	15.814
84.1	8.203	8.913	9.622	10.410	11.288	12.269	13.369	14.606	15.844
84.2	8.221	8.932	9.643	10.432	11.311	12.294	13.396	14.635	15.874
84.3	8.239	8.951	9.663	10.454	11.335	12.319	13.422	14.663	15.904
84.4	8.257	8.971	9.684	10.476	11.358	12.344	13.449	14.692	15.935
84.5	8.276	8.990	9.705	10.498	11.382	12.369	13.476	14.721	15.966
84.6	8.294	9.010	9.725	10.520	11.405	12.394	13.503	14.750	15.997
84.7	8.312	9.029	9.746	10.542	11.429	12.420	13.530	14.778	16.027
84.8	8.331	9.049	9.767	10.565	11.453	12.445	13.557	14.808	16.059
84.9	8.349	9.069	9.788	10.587	11.477	12.471	13.584	14.837	16.089
85.0	8.368	9.088	9.809	10.610	11.501	12.496	13.612	14.866	16.121
85.1	8.387	9.109	9.831	10.632	11.525	12.522	13.639	14.895	16.152
85.2	8.405	9.128	9.852	10.655	11.549	12.548	13.667	14.925	16.184
85.3	8.424	9.149	9.873	10.678	11.573	12.573	13.694	14.955	16.215
85.4	8.443	9.169	9.895	10.700	11.598	12.599	13.722	14.984	16.246
85.5	8.462	9.189	9.916	10.723	11.622	12.625	13.750	15.014	16.278
85.6	8.481	9.209	9.938	10.746	11.646	12.651	13.777	15.043	16.310
85.7	8.499	9.229	9.959	10.769	11.671	12.678	13.806	15.074	16.342
85.8	8.519	9.250	9.981	10.792	11.695	12.704	13.833	15.103	16.373
85.9	8.538	9.270	10.002	10.815	11.720	12.730	13.861	15.133	16.405
86.0	8.557	9.290	10.024	10.838	11.744	12.756	13.890	15.163	16.437
86.1	8.576	9.311	10.046	10.861	11.769	12.782	13.917	15.193	16.469
86.2	8.595	9.331	10.067	10.884	11.794	12.809	13.946	15.224	16.501
86.3	8.614	9.352	10.089	10.908	11.818	12.835	13.974	15.253	16.533
86.4	8.633	9.372	10.111	10.931	11.843	12.862	14.002	15.284	16.565
86.5	8.652	9.392	10.133	10.954	11.868	12.888	14.030	15.314	16.598
86.6	8.672	9.413	10.154	10.977	11.893	12.914	14.059	15.344	16.630
86.7	8.691	9.433	10.176	11.000	11.917	12.941	14.087	15.374	16.662
86.8	8.710	9.454	10.198	11.023	11.942	12.967	14.115	15.405	16.695
86.9	8.729	9.474	10.220	11.047	11.967	12.994	14.143	15.435	16.726
87.0	8.748	9.495	10.242	11.070	11.992	13.020	14.172	15.465	16.759
87.1	8.767	9.515	10.263	11.093	12.016	13.047	14.200	15.496	16.791
87.2	8.786	9.536	10.285	11.116	12.041	13.073	14.228	15.526	16.824
87.3	8.805	9.556	10.307	11.139	12.066	13.099	14.257	15.556	16.856
87.4	8.824	9.576	10.328	11.163	12.090	13.126	14.285	15.587	16.888
87.5	8.843	9.597	10.350	11.186	12.115	13.152	14.313	15.617	16.921
87.6	8.862	9.617	10.372	11.209	12.140	13.179	14.341	15.647	16.953
87.7	8.881	9.637	10.393	11.232	12.164	13.205	14.370	15.677	16.985
87.8	8.900	9.658	10.415	11.255	12.189	13.231	14.398	15.708	17.017
87.9	8.919	9.678	10.436	11.278	12.214	13.257	14.426	15.738	17.050
88.0	8.938	9.698	10.458	11.301	12.238	13.284	14.454	15.768	17.082
88.1	8.957	9.718	10.479	11.324	12.263	13.310	14.482	15.798	17.114
88.2	8.975	9.738	10.501	11.347	12.287	13.336	14.510	15.828	17.146
88.3	8.994	9.758	10.522	11.369	12.312	13.362	14.538	15.859	17.179
88.4	9.013	9.778	10.544	11.392	12.336	13.389	14.566	15.889	17.211
88.5	9.031	9.798	10.565	11.415	12.360	13.415	14.594	15.919	17.243
88.6	9.050	9.818	10.586	11.438	12.385	13.441	14.622	15.949	17.276
88.7	9.069	9.838	10.607	11.460	12.409	13.467	14.650	15.979	17.307
88.8	9.087	9.858	10.629	11.483	12.433	13.493	14.678	16.009	17.340
88.9	9.105	9.877	10.650	11.506	12.457	13.519	14.706	16.039	17.372
89.0	9.124	9.897	10.671	11.528	12.482	13.545	14.734	16.069	17.404
89.1	9.142	9.917	10.692	11.551	12.506	13.571	14.762	16.099	17.436
89.2	9.160	9.937	10.713	11.573	12.530	13.597	14.790	16.129	17.469
89.3	9.179	9.956	10.734	11.596	12.554	13.622	14.818	16.159	17.501
89.4	9.197	9.976	10.755	11.618	12.578	13.648	14.845	16.189	17.533
89.5	9.215	9.995	10.775	11.640	12.602	13.674	14.873	16.219	17.564
89.6	9.233	10.015	10.796	11.663	12.626	13.700	14.901	16.249	17.597
89.7	9.251	10.034	10.817	11.685	12.650	13.725	14.928	16.278	17.629
89.8	9.269	10.053	10.838	11.707	12.673	13.751	14.956	16.309	17.661
89.9	9.287	10.073	10.858	11.729	12.697	13.776	14.984	16.338	17.693
90.0	9.305	10.092	10.879	11.751	12.721	13.802	15.011	16.368	17.725
90.1	9.323	10.111	10.899	11.773	12.745	13.827	15.039	16.398	17.757
90.2	9.340	10.130	10.920	11.795	12.768	13.853	15.066	16.428	17.789
90.3	9.358	10.149	10.940	11.817	12.792	13.879	15.094	16.458	17.821
90.4	9.376	10.169	10.961	11.839	12.816	13.904	15.121	16.487	17.853
90.5	9.394	10.188	10.981	11.861	12.839	13.929	15.149	16.517	17.885
90.6	9.411	10.207	11.002	11.883	12.863	13.955	15.176	16.546	17.917
90.7	9.429	10.226	11.022	11.905	12.886	13.980	15.204	16.576	17.949
90.8	9.446	10.244	11.043	11.927	12.910	14.006	15.231	16.606	17.981
90.9	9.464	10.263	11.063	11.949	12.933	14.031	15.258	16.636	18.013
91.0	9.481	10.282	11.083	11.970	12.957	14.057	15.286	16.666	18.046
91.1	9.499	10.301	11.103	11.992	12.980	14.082	15.314	16.696	18.078
91.2	9.516	10.320	11.123	12.014	13.004	14.107	15.341	16.725	18.109
91.3	9.534	10.339	11.144	12.036	13.027	14.132	15.368	16.755	18.141
91.4	9.551	10.357	11.164	12.057	13.051	14.158	15.396	16.785	18.174
91.5	9.569	10.376	11.184	12.079	13.074	14.183	15.423	16.815	18.206
91.6	9.586	10.395	11.204	12.101	13.098	14.209	15.451	16.845	18.238
91.7	9.603	10.414	11.224	12.123	13.121	14.234	15.478	16.874	18.270
91.8	9.620	10.432	11.244	12.144	13.144	14.259	15.506	16.904	18.303
91.9	9.637	10.451	11.264	12.166	13.168	14.284	15.533	16.934	18.335
92.0	9.654	10.469	11.284	12.187	13.191	14.310	15.561	16.964	18.368
92.1	9.671	10.488	11.304	12.209	13.214	14.335	15.588	16.994	18.400
92.2	9.689	10.507	11.324	12.231	13.238	14.360	15.615	17.024	18.432
92.3	9.706	10.525	11.344	12.252	13.261	14.385	15.643	17.054	18.464
92.4	9.723	10.544	11.364	12.274	13.284	14.411	15.670	17.083	18.497
92.5	9.740	10.562	11.384	12.295	13.308	14.436	15.698	17.114	18.530
92.6	9.757	10.580	11.404	12.317	13.331	14.461	15.726	17.144	18.562
92.7	9.774	10.599	11.424	12.338	13.354	14.487	15.753	17.174	18.595
92.8	9.791	10.617	11.444	12.359	13.377	14.512	15.780	17.204	18.627
92.9	9.807	10.635	11.463	12.381	13.401	14.537	15.808	17.234	18.660
93.0	9.824	10.654	11.483	12.402	13.424	14.563	15.836	17.264	18.693
93.1	9.841	10.672	11.503	12.424	13.447	14.588	15.864	17.295	18.726
93.2	9.858	10.691	11.523	12.445	13.470	14.613	15.891	17.325	18.758
93.3	9.875	10.709	11.543	12.467	13.494	14.639	15.919	17.355	18.792
93.4	9.892	10.727	11.563	12.488	13.517	14.664	15.946	17.385	18.824
93.5	9.909	10.745	11.582	12.510	13.540	14.689	15.974	17.416	18.857
93.6	9.925	10.764	11.602	12.531	13.564	14.715	16.002	17.446	18.891
93.7	9.942	10.782	11.622	12.552	13.587	14.740	16.030	17.477	18.924
93.8	9.959	10.800	11.641	12.574	13.610	14.766	16.058	17.508	18.957
93.9	9.975	10.818	11.661	12.595	13.634	14.791	16.086	17.538	18.991
94.0	9.992	10.837	11.681	12.617	13.657	14.817	16.114	17.569	19.024
94.1	10.009	10.855	11.701	12.638	13.681	14.842	16.142	17.600	19.058
94.2	10.026	10.873	11.721	12.660	13.704	14.868	16.170	17.630	19.091
94.3	10.042	10.891	11.741	12.682	13.728	14.894	16.198	17.661	19.125
94.4	10.059	10.910	11.760	12.703	13.751	14.919	16.226	17.692	19.158
94.5	10.076	10.928	11.780	12.725	13.775	14.945	16.254	17.723	19.193
94.6	10.093	10.946	11.800	12.746	13.798	14.971	16.282	17.754	19.226
94.7	10.109	10.964	11.820	12.768	13.822	14.997	16.311	17.786	19.261
94.8	10.126	10.983	11.840	12.790	13.845	15.023	16.339	17.817	19.295
94.9	10.143	11.001	11.860	12.811	13.869	15.049	16.368	17.849	19.329
95.0	10.160	11.020	11.880	12.833	13.893	15.074	16.396	17.880	19.363
95.1	10.176	11.038	11.899	12.855	13.916	15.100	16.425	17.911	19.398
95.2	10.193	11.056	11.919	12.876	13.940	15.127	16.454	17.943	19.433
95.3	10.210	11.075	11.940	12.898	13.964	15.153	16.482	17.974	19.467
95.4	10.227	11.093	11.960	12.920	13.988	15.179	16.511	18.006	19.502
95.5	10.243	11.111	11.980	12.942	14.012	15.205	16.540	18.038	19.537
95.6	10.260	11.130	12.000	12.964	14.036	15.232	16.569	18.070	19.572
95.7	10.277	11.148	12.020	12.986	14.060	15.258	16.598	18.103	19.607
95.8	10.294	11.167	12.040	13.008	14.084	15.284	16.627	18.135	19.642
95.9	10.310	11.185	12.060	13.030	14.108	15.311	16.657	18.167	19.678
96.0	10.327	11.204	12.080	13.052	14.132	15.338	16.686	18.200	19.714
96.1	10.344	11.222	12.100	13.074	14.157	15.364	16.715	18.232	19.749
96.2	10.361	11.241	12.121	13.096	14.181	15.391	16.745	18.265	19.785
96.3	10.378	11.260	12.141	13.119	14.206	15.418	16.775	18.298	19.821
96.4	10.395	11.278	12.161	13.141	14.230	15.445	16.804	18.331	19.857
96.5	10.412	11.297	12.182	13.163	14.254	15.472	16.834	18.364	19.893
96.6	10.429	11.315	12.202	13.185	14.279	15.499	16.864	18.397	19.930
96.7	10.446	11.334	12.223	13.208	14.304	15.526	16.894	18.430	19.966
96.8	10.463	11.353	12.243	13.230	14.328	15.553	16.924	18.464	20.003
96.9	10.480	11.372	12.264	13.253	14.353	15.581	16.955	18.498	20.041
97.0	10.497	11.390	12.284	13.276	14.378	15.608	16.985	18.532	20.078
97.1	10.514	11.410	12.305	13.298	14.403	15.636	17.015	18.565	20.115
97.2	10.531	11.428	12.326	13.321	14.428	15.663	17.046	18.599	20.152
97.3	10.548	11.447	12.347	13.344	14.453	15.691	17.077	18.633	20.190
97.4	10.565	11.466	12.367	13.367	14.478	15.719	17.108	18.668	20.228
97.5	10.583	11.485	12.388	13.390	14.504	15.747	17.139	18.702	20.265
97.6	10.600	11.505	12.409	13.413	14.529	15.775	17.170	18.737	20.304
97.7	10.617	11.524	12.430	13.436	14.555	15.803	17.201	18.771	20.342
97.8	10.634	11.543	12.451	13.459	14.580	15.832	17.233	18.807	20.381
97.9	10.652	11.562	12.472	13.482	14.606	15.860	17.264	18.842	20.419
98.0	10.669	11.582	12.494	13.506	14.632	15.888	17.296	18.877	20.458
98.1	10.687	11.601	12.515	13.529	14.657	15.917	17.327	18.912	20.497
98.2	10.704	11.620	12.536	13.552	14.683	15.946	17.359	18.948	20.536
98.3	10.722	11.640	12.558	13.576	14.709	15.974	17.391	18.983	20.575
98.4	10.739	11.659	12.579	13.599	14.735	16.003	17.423	19.019	20.615
98.5	10.757	11.679	12.600	13.623	14.761	16.032	17.455	19.055	20.654
98.6	10.775	11.698	12.622	13.647	14.788	16.061	17.488	19.091	20.695
98.7	10.793	11.718	12.644	13.671	14.814	16.090	17.520	19.127	20.734
98.8	10.810	11.738	12.665	13.695	14.840	16.120	17.553	19.164	20.775
98.9	10.828	11.757	12.687	13.719	14.867	16.149	17.586	19.201	20.815
99.0	10.846	11.777	12.709	13.743	14.893	16.178	17.618	19.237	20.855
99.1	10.864	11.797	12.731	13.767	14.920	16.208	17.651	19.274	20.896
99.2	10.882	11.817	12.752	13.791	14.947	16.238	17.684	19.311	20.937
99.3	10.899	11.837	12.774	13.815	14.974	16.268	17.718	19.348	20.978
99.4	10.917	11.857	12.796	13.839	15.000	16.298	17.751	19.385	21.019
99.5	10.935	11.877	12.818	13.864	15.028	16.328	17.784	19.423	21.061
99.6	10.953	11.897	12.840	13.888	15.055	16.358	17.818	19.460	21.102
99.7	10.972	11.917	12.863	13.913	15.082	16.388	17.852	19.498	21.144
99.8	10.990	11.937	12.885	13.937	15.109	16.418	17.885	19.536	21.186
99.9	11.007	11.957	12.907	13.962	15.136	16.449	17.920	19.574	21.229
100.0	11.026	11.978	12.929	13.986	15.164	16.479	17.954	19.612	21.271
100.1	11.044	11.998	12.952	14.011	15.191	16.510	17.988	19.650	21.313
100.2	11.062	12.018	12.974	14.036	15.219	16.540	18.022	19.688	21.355
100.3	11.080	12.038	12.997	14.061	15.246	16.571	18.056	19.727	21.399
100.4	11.099	12.059	13.019	14.086	15.274	16.602	18.091	19.766	21.441
100.5	11.117	12.079	13.042	14.111	15.302	16.633	18.126	19.805	21.485
100.6	11.136	12.100	13.065	14.136	15.330	16.664	18.160	19.844	21.528
100.7	11.154	12.120	13.087	14.161	15.358	16.695	18.195	19.883	21.571
100.8	11.172	12.141	13.110	14.186	15.386	16.726	18.230	19.922	21.614
100.9	11.191	12.162	13.133	14.211	15.414	16.758	18.265	19.962	21.658
101.0	11.209	12.182	13.155	14.237	15.442	16.789	18.300	20.002	21.703
101.1	11.228	12.203	13.178	14.262	15.470	16.821	18.335	20.041	21.746
101.2	11.246	12.224	13.201	14.288	15.498	16.852	18.371	20.081	21.791
101.3	11.265	12.244	13.224	14.313	15.527	16.884	18.406	20.121	21.835
101.4	11.283	12.265	13.247	14.339	15.555	16.916	18.442	20.161	21.880
101.5	11.302	12.286	13.270	14.364	15.584	16.948	18.478	20.201	21.925
101.6	11.320	12.307	13.293	14.390	15.612	16.980	18.514	20.242	21.970
101.7	11.339	12.328	13.317	14.416	15.641	17.012	18.550	20.282	22.015
101.8	11.358	12.349	13.340	14.442	15.670	17.044	18.586	20.322	22.059
101.9	11.376	12.370	13.363	14.467	15.699	17.076	18.622	20.364	22.105
102.0	11.395	12.391	13.386	14.493	15.728	17.108	18.658	20.404	22.150
102.1	11.414	12.412	13.410	14.519	15.757	17.141	18.695	20.445	22.196
102.2	11.433	12.433	13.433	14.545	15.786	17.173	18.731	20.487	22.242
102.3	11.452	12.454	13.457	14.572	15.815	17.206	18.768	20.528	22.288
102.4	11.471	12.476	13.480	14.598	15.844	17.239	18.804	20.569	22.333
102.5	11.490	12.497	13.504	14.624	15.873	17.271	18.841	20.610	22.379
102.6	11.509	12.518	13.528	14.650	15.903	17.304	18.878	20.652	22.426
102.7	11.528	12.539	13.551	14.676	15.932	17.337	18.915	20.694	22.473
102.8	11.547	12.561	13.575	14.703	15.962	17.370	18.952	20.736	22.519
102.9	11.566	12.582	13.599	14.729	15.991	17.403	18.989	20.778	22.566
103.0	11.585	12.604	13.623	14.756	16.021	17.436	19.027	20.819	22.612
103.1	11.604	12.625	13.646	14.782	16.050	17.470	19.064	20.862	22.660
103.2	11.623	12.647	13.670	14.809	16.080	17.503	19.102	20.904	22.707
103.3	11.643	12.669	13.694	14.836	16.110	17.536	19.139	20.947	22.754
103.4	11.662	12.690	13.718	14.863	16.140	17.570	19.177	20.990	22.802
103.5	11.681	12.712	13.742	14.889	16.170	17.603	19.215	21.032	22.849
103.6	11.700	12.733	13.766	14.916	16.200	17.637	19.253	21.075	22.897
103.7	11.720	12.755	13.791	14.943	16.230	17.671	19.291	21.118	22.945
103.8	11.739	12.777	13.815	14.970	16.260	17.705	19.329	21.160	22.992
103.9	11.758	12.799	13.839	14.997	16.290	17.739	19.367	21.204	23.041
104.0	11.778	12.821	13.863	15.024	16.320	17.772	19.405	21.247	23.089
104.1	11.797	12.842	13.888	15.051	16.351	17.807	19.444	21.291	23.138
104.2	11.817	12.865	13.912	15.079	16.381	17.841	19.482	21.334	23.186
104.3	11.836	12.886	13.937	15.106	16.412	17.875	19.521	21.378	23.235
104.4	11.856	12.909	13.961	15.133	16.442	17.909	19.559	21.421	23.283
104.5	11.875	12.930	13.985	15.160	16.473	17.944	19.598	21.465	23.332
104.6	11.895	12.952	14.010	15.188	16.504	17.978	19.637	21.509	23.382
104.7	11.915	12.975	14.035	15.215	16.534	18.013	19.675	21.553	23.430
104.8	11.934	12.997	14.059	15.243	16.565	18.047	19.715	21.597	23.480
104.9	11.954	13.019	14.084	15.270	16.596	18.082	19.753	21.641	23.529
105.0	11.974	13.041	14.109	15.298	16.627	18.117	19.793	21.686	23.578
105.1	11.994	13.064	14.134	15.326	16.658	18.151	19.832	21.730	23.628
105.2	12.013	13.086	14.159	15.353	16.689	18.186	19.871	21.775	23.678
105.3	12.033	13.108	14.183	15.381	16.720	18.221	19.911	21.820	23.728
105.4	12.053	13.131	14.209	15.409	16.751	18.256	19.950	21.864	23.777
105.5	12.073	13.153	14.233	15.437	16.783	18.292	19.990	21.909	23.828
105.6	12.093	13.176	14.258	15.465	16.814	18.327	20.030	21.954	23.878
105.7	12.113	13.198	14.283	15.493	16.845	18.362	20.070	22.000	23.929
105.8	12.133	13.221	14.309	15.521	16.877	18.398	20.110	22.044	23.979
105.9	12.153	13.243	14.334	15.549	16.908	18.433	20.150	22.090	24.030
106.0	12.173	13.266	14.359	15.578	16.940	18.469	20.190	22.136	24.081
106.1	12.193	13.289	14.384	15.606	16.972	18.505	20.231	22.182	24.133
106.2	12.214	13.312	14.410	15.634	17.004	18.540	20.271	22.227	24.183
106.3	12.234	13.335	14.435	15.663	17.036	18.576	20.311	22.273	24.235
106.4	12.254	13.357	14.461	15.691	17.067	18.612	20.352	22.319	24.286
106.5	12.274	13.380	14.486	15.720	17.100	18.648	20.393	22.365	24.338
106.6	12.294	13.403	14.512	15.748	17.132	18.684	20.434	22.412	24.390
106.7	12.315	13.426	14.537	15.777	17.164	18.721	20.475	22.458	24.442
106.8	12.335	13.449	14.563	15.806	17.196	18.757	20.516	22.505	24.494
106.9	12.356	13.473	14.589	15.835	17.228	18.793	20.556	22.551	24.546
107.0	12.376	13.496	14.615	15.863	17.261	18.830	20.598	22.598	24.598
107.1	12.397	13.519	14.641	15.892	17.293	18.866	20.639	22.645	24.651
107.2	12.417	13.542	14.667	15.921	17.326	18.903	20.680	22.692	24.703
107.3	12.438	13.565	14.692	15.950	17.358	18.939	20.722	22.739	24.756
107.4	12.458	13.588	14.718	15.979	17.391	18.976	20.764	22.786	24.809
107.5	12.479	13.611	14.744	16.008	17.424	19.014	20.806	22.835	24.863
107.6	12.499	13.635	14.770	16.038	17.456	19.050	20.848	22.882	24.917
107.7	12.520	13.658	14.797	16.067	17.489	19.088	20.890	22.930	24.970
107.8	12.541	13.682	14.823	16.096	17.522	19.125	20.932	22.978	25.023
107.9	12.562	13.705	14.849	16.126	17.555	19.162	20.974	23.025	25.077
108.0	12.582	13.729	14.875	16.155	17.588	19.199	21.016	23.073	25.131
108.1	12.603	13.753	14.902	16.185	17.622	19.237	21.059	23.122	25.185
108.2	12.624	13.776	14.928	16.214	17.655	19.274	21.101	23.170	25.239
108.3	12.645	13.800	14.954	16.244	17.688	19.312	21.144	23.219	25.294
108.4	12.666	13.823	14.981	16.274	17.722	19.350	21.187	23.268	25.348
108.5	12.687	13.847	15.008	16.303	17.755	19.388	21.229	23.316	25.403
108.6	12.708	13.871	15.034	16.333	17.789	19.425	21.272	23.365	25.457
108.7	12.729	13.895	15.061	16.363	17.823	19.464	21.316	23.415	25.513
108.8	12.750	13.919	15.088	16.393	17.856	19.502	21.359	23.464	25.568
108.9	12.771	13.943	15.115	16.423	17.890	19.540	21.402	23.513	25.623
109.0	12.793	13.967	15.142	16.454	17.924	19.578	21.446	23.562	25.678
109.1	12.814	13.991	15.168	16.484	17.958	19.617	21.490	23.612	25.735
109.2	12.835	14.015	15.195	16.514	17.992	19.655	21.533	23.662	25.791
109.3	12.857	14.040	15.223	16.545	18.027	19.694	21.577	23.712	25.846
109.4	12.878	14.064	15.250	16.575	18.061	19.733	21.621	23.762	25.903
109.5	12.899	14.088	15.277	16.606	18.095	19.772	21.665	23.812	25.959
109.6	12.920	14.112	15.304	16.636	18.130	19.811	21.710	23.863	26.017
109.7	12.942	14.137	15.332	16.667	18.164	19.850	21.754	23.913	26.073
109.8	12.964	14.162	15.359	16.698	18.199	19.889	21.798	23.964	26.129
109.9	12.985	14.186	15.386	16.729	18.234	19.929	21.843	24.015	26.187
110.0	13.007	14.211	15.414	16.760	18.269	19.968	21.888	24.066	26.244
